Simulation Time,Red_delay,Pie_delay,CoDel_delay,FqCoDel_delay,Cobalt_delay,dAQM9_delay,dAQM10_delay,dAQM11_delay
7.4,1242.33,1298.72,1361.61,1263.65,1336.52,1308.02,1308.02,1224.01
7.5,1277.34,1330.14,1404.08,1290.96,1364.85,1342.46,1342.46,1255.98
7.6,1306.46,1360.75,1439.16,1316.0,1390.77,1369.29,1369.29,1282.62
7.7,1338.62,1396.15,1477.56,1342.23,1421.11,1405.69,1405.69,1312.79
7.8,1368.16,1423.99,1517.24,1371.08,1456.6,1431.22,1431.22,1346.71
7.9,1393.89,1465.73,1553.35,1394.53,1486.57,1464.03,1464.03,1390.2
8.0,1430.79,1508.02,1576.7,1422.83,1527.92,1503.29,1503.29,1419.62
8.1,1459.77,1534.1,1612.4,1446.35,1562.71,1537.34,1537.34,1460.14
8.2,1492.79,1584.0,1642.01,1478.56,1591.44,1567.68,1567.68,1495.27
8.3,1517.38,1618.33,1675.97,1507.04,1615.94,1610.59,1610.59,1528.08
8.4,1546.04,1647.89,1704.75,1539.44,1656.17,1639.24,1639.24,1563.67
8.5,1586.37,1678.74,1727.32,1576.2,1702.19,1666.68,1666.68,1588.13
8.6,1614.9,1712.64,1767.26,1609.08,1753.82,1712.0,1712.0,1619.99
8.7,1645.79,1739.68,1811.41,1642.49,1796.72,1742.66,1742.66,1659.78
8.8,1683.46,1792.37,1841.56,1672.65,1825.65,1783.0,1783.0,1685.17
8.9,1708.9,1833.66,1884.69,1706.68,1861.49,1819.45,1819.45,1717.22
9.0,1761.31,1860.65,1917.77,1743.91,1909.38,1869.1,1869.1,1745.45
9.1,1787.95,1906.56,1947.06,1765.51,1943.71,1904.84,1904.84,1772.46
9.2,1814.63,1947.43,1983.09,1794.39,1978.8,1939.17,1939.17,1806.72
9.3,1847.57,1980.96,2005.44,1833.13,2020.31,1981.19,1981.19,1839.76
9.4,1881.76,2019.2,2035.87,1884.16,2066.06,2018.4,2018.4,1871.1
9.5,1901.11,2070.27,2085.06,1924.52,2100.9,2056.34,2056.34,1898.93
9.6,1936.56,2096.1,2110.9,1974.1,2141.04,2101.92,2101.92,1931.03
9.7,1971.76,2136.72,2147.24,2005.34,2167.54,2137.35,2137.35,1958.79
9.8,1997.7,2181.74,2196.21,2034.16,2205.27,2169.42,2169.42,1996.43
9.9,2035.19,2221.29,2233.21,2064.22,2240.86,2198.43,2198.43,2027.05
10.0,2070.88,2246.45,2265.15,2104.71,2285.13,2247.76,2247.76,2057.47
10.1,2108.37,2281.26,2292.12,2145.88,2323.76,2292.79,2292.79,2088.93
10.2,2142.56,2320.93,2355.01,2185.55,2361.83,2331.69,2331.69,2125.92
10.3,2183.79,2354.87,2401.84,2216.4,2412.96,2365.27,2367.96,2157.22
10.4,2213.79,2388.51,2449.92,2261.13,2464.09,2416.94,2399.08,2200.78
10.5,2245.09,2430.66,2480.68,2296.53,2501.12,2443.81,2429.64,2239.14
10.6,2280.13,2470.02,2524.1,2327.89,2533.11,2495.18,2462.07,2278.93
10.7,2310.8,2500.48,2557.62,2350.66,2568.94,2532.38,2510.57,2312.61
10.8,2347.71,2529.98,2605.05,2377.91,2608.9,2574.17,2549.91,2347.2
10.9,2399.03,2560.1,2647.25,2398.4,2649.07,2614.85,2587.84,2384.81
11.0,2435.62,2585.33,2682.2,2441.29,2690.36,2657.34,2614.12,2417.98
11.1,2476.25,2613.45,2734.38,2476.52,2741.23,2702.55,2657.14,2442.31
11.2,2517.89,2658.06,2789.12,2504.91,2802.77,2745.36,2714.58,2470.49
11.3,2552.85,2683.29,2818.76,2529.31,2831.97,2797.27,2735.63,2521.98
11.4,2582.39,2725.07,2860.79,2566.93,2859.91,2840.18,2774.52,2548.85
11.5,2622.04,2774.09,2886.66,2588.76,2916.52,2882.42,2846.88,2572.26
11.6,2656.78,2813.55,2927.11,2623.78,2975.67,2916.33,2894.02,2606.31
11.7,2699.69,2852.8,2958.17,2649.58,3028.22,2936.85,2916.65,2660.92
11.8,2738.01,2901.71,2989.43,2681.92,3067.51,2973.46,2948.7,2693.68
11.9,2776.07,2945.75,3014.83,2713.57,3089.87,3010.11,2971.3,2725.36
12.0,2804.48,2994.36,3040.39,2737.63,3132.54,3043.01,3001.03,2766.42
12.1,2833.51,3022.42,3068.99,2769.37,3167.4,3083.96,3034.15,2788.02
12.2,2859.47,3061.6,3121.33,2787.34,3186.54,3104.04,3054.7,2820.31
12.3,2895.42,3083.34,3174.54,2801.12,3202.94,3134.11,3086.05,2866.42
12.4,2944.44,3124.54,3194.55,2816.07,3213.23,3154.14,3122.13,2897.45
12.5,2980.5,3149.06,3220.97,2831.64,3221.06,3190.52,3149.93,2927.02
12.6,3010.91,3175.79,3244.6,2851.89,3227.32,3220.74,3186.6,2972.31
12.7,3043.1,3201.24,3278.18,2874.17,3220.74,3245.72,3238.78,2987.9
12.8,3075.65,3234.79,3306.0,2891.5,3213.36,3283.9,3280.4,3007.58
12.9,3116.16,3274.17,3338.62,2906.59,3203.44,3316.09,3312.77,3053.61
13.0,3150.94,3310.56,3382.93,2930.2,3191.31,3346.66,3335.18,3086.45
13.1,3192.43,3341.56,3410.51,2940.61,3179.94,3373.47,3370.76,3109.09
13.2,3241.18,3373.5,3455.61,2945.94,3168.12,3407.48,3397.26,3128.36
13.3,3269.78,3414.32,3475.87,2953.72,3156.55,3426.38,3423.08,3180.08
13.4,3297.79,3439.52,3505.91,2957.42,3145.41,3467.63,3448.72,3220.9
13.5,3327.28,3473.07,3524.1,2964.53,3131.16,3498.48,3485.09,3255.44
13.6,3354.89,3509.88,3548.81,2974.48,3118.32,3526.88,3518.37,3305.16
13.7,3386.32,3541.32,3578.9,2997.72,3098.82,3544.72,3554.27,3350.92
13.8,3413.9,3583.57,3603.43,3010.95,3083.6,3567.38,3597.96,3390.96
13.9,3441.22,3619.51,3623.04,3016.93,3070.92,3595.72,3636.93,3430.1
14.0,3477.45,3654.09,3655.16,3018.24,3052.57,3623.35,3666.48,3455.46
14.1,3494.75,3675.16,3666.34,3021.53,3039.26,3631.17,3689.0,3475.62
14.2,3505.68,3681.02,3684.76,3035.91,3023.14,3662.35,3710.84,3486.06
14.3,3523.91,3737.6,3700.19,3052.51,3007.39,3683.31,3730.0,3501.88
14.4,3555.06,3761.73,3708.01,3066.77,2992.17,3706.05,3746.37,3540.17
14.5,3608.75,3779.91,3720.13,3095.27,2974.65,3725.73,3780.32,3558.99
14.6,3628.31,3815.22,3726.87,3115.37,2958.08,3748.66,3804.22,3595.15
14.7,3656.46,3860.07,3731.23,3118.7,2942.0,3759.68,3809.26,3616.92
14.8,3672.17,3879.55,3746.46,3148.98,2929.4,3783.53,3833.2,3641.63
14.9,3698.4,3892.44,3756.77,3179.67,2917.22,3820.06,3845.97,3656.63
15.0,3720.09,3912.08,3762.75,3192.12,2906.06,3836.6,3857.26,3683.09
15.1,3719.98,3911.44,3784.96,3185.01,2895.4,3864.11,3892.0,3719.48
15.2,3719.85,3910.82,3779.34,3187.5,2884.17,3895.94,3915.8,3767.89
15.3,3719.72,3910.36,3781.04,3209.19,2876.1,3913.1,3931.19,3772.56
