Simulation Time,Red_th,Pie_th,CoDel_th,FqCoDel_th,Cobalt_th,dAQM9_th,dAQM10_th,dAQM11_th
23.0,39.6944,40.2721,43.6697,41.0606,43.2716,40.141,40.2315,39.8872
23.1,39.6718,40.2493,43.7393,41.0282,43.2527,40.1219,40.2241,39.8773
23.2,39.6667,40.1589,43.7149,40.8435,43.3416,40.1197,40.2114,39.8829
23.3,39.632,40.1611,43.7342,40.6963,43.3728,40.1246,40.2182,39.8987
23.4,39.6055,40.147,43.8541,40.7915,43.4065,40.0876,40.1984,39.9108
23.5,39.5923,40.1495,43.8027,40.7358,43.3583,40.0608,40.1748,39.9168
23.6,39.5604,40.15,43.7836,40.6298,43.3435,40.0213,40.1473,39.8931
23.7,39.5214,40.1501,43.859,40.628,43.339,40.0259,40.1403,39.9002
23.8,39.5195,40.1099,43.8937,40.5936,43.2839,40.0044,40.1382,39.9038
23.9,39.507,40.0833,43.9811,40.6239,43.2958,39.996,40.1335,39.8406
24.0,39.4663,40.0838,43.8905,40.6304,43.3048,39.9973,40.1092,39.7836
24.1,39.4334,40.0137,43.9347,40.5805,43.3551,39.9267,40.0961,39.7986
24.2,39.4022,39.9727,44.0369,40.5398,43.3481,39.9179,40.1024,39.7656
24.3,39.3825,39.9737,44.1194,40.4313,43.434,39.8939,40.1,39.7756
24.4,39.3693,39.9702,44.1836,40.4284,43.4414,39.8875,40.0743,39.7954
24.5,39.3447,39.9621,44.2331,40.3664,43.4989,39.8704,40.0533,39.7687
24.6,39.32,39.9625,44.211,40.3702,43.5574,39.8669,40.0729,39.7501
24.7,39.3174,39.9295,44.2,40.3269,43.5697,39.8699,40.0615,39.7265
24.8,39.3218,39.9298,44.1719,40.3972,43.6173,39.8596,40.0698,39.6887
24.9,39.2992,39.8916,44.0588,40.3643,43.6929,39.8471,40.0735,39.6656
25.0,39.2021,39.8584,44.0221,40.2198,43.7739,39.845,40.05,39.6337
25.1,39.1777,39.8585,44.03,40.1645,43.7629,39.8399,40.0086,39.5838
25.2,39.1752,39.8587,44.0192,40.0966,43.8079,39.8162,39.9713,39.5329
25.3,39.1398,39.8534,44.0709,39.9129,43.8076,39.791,39.9793,39.484
25.4,39.135,39.7977,44.1541,39.8458,43.7942,39.7507,39.9762,39.477
25.5,39.1375,39.7975,44.123,39.8073,43.7852,39.7502,39.9619,39.4911
25.6,39.1022,39.762,44.2031,39.5811,43.7614,39.7147,39.9138,39.4645
25.7,39.0808,39.7056,44.2888,39.5891,43.7566,39.7001,39.9139,39.4147
25.8,39.0781,39.6769,44.3112,39.5103,43.5735,39.6977,39.887,39.4094
25.9,39.0595,39.6773,44.2168,39.4396,43.554,39.7058,39.8673,39.3875
26.0,39.0601,39.6721,44.2287,39.4258,43.5415,39.67,39.8447,39.3968
26.1,39.05,39.6116,44.1337,39.3309,43.5341,39.6394,39.8428,39.4006
26.2,39.0385,39.5996,44.1295,39.1727,43.5477,39.6499,39.8378,39.3782
26.3,39.0351,39.553,44.1556,39.028,43.5942,39.6456,39.8345,39.3618
26.4,39.0081,39.5428,44.181,38.94,43.5558,39.6545,39.8202,39.3181
26.5,38.9946,39.543,44.1924,38.7549,43.5736,39.6426,39.8247,39.32
26.6,38.9997,39.5434,44.1743,38.5831,43.6363,39.644,39.8112,39.3407
26.7,38.9925,39.5117,44.2593,38.4244,43.6398,39.6358,39.803,39.3626
26.8,38.9796,39.5121,44.3329,38.2615,43.6831,39.6066,39.7951,39.3742
