Simulation Time,Red_fct,Pie_fct,CoDel_fct,FqCoDel_fct,Cobalt_fct,dAQM9_fct,dAQM10_fct,dAQM11_fct
15.2,12.4995,13.103,14.0585,11.321,14.291,13.7367,13.7856,13.5258
15.3,12.5063,13.1097,14.151,11.4139,14.3463,13.7804,13.8423,13.5416
15.4,12.5245,13.141,14.252,11.532,14.421,13.832,13.9013,13.5974
15.5,12.5482,13.147,14.3453,11.561,14.4818,13.903,14.0115,13.6703
15.6,12.5618,13.16,14.4304,11.7101,14.5422,13.9867,14.1034,13.7034
15.7,12.61,13.1866,14.4603,11.7276,14.6156,14.06,14.1758,13.8297
15.8,12.6321,13.259,14.5693,11.8409,14.7057,14.1041,14.2633,13.9055
15.9,12.6437,13.2689,14.6308,11.9418,14.75,14.2549,14.3802,13.9497
16.0,12.6619,13.3435,14.674,12.0573,14.8264,14.3392,14.456,14.0137
16.1,12.6668,13.3824,14.7747,12.2081,14.9166,14.3716,14.5091,14.2351
16.2,12.6724,13.4273,14.8794,12.3537,14.9935,14.4058,14.5489,14.3557
16.3,12.6771,13.4525,14.9366,12.433,15.0576,14.4256,14.5781,14.4188
16.4,12.6778,13.4873,15.0171,12.4722,15.1405,14.4661,14.6177,14.4863
16.5,12.69,13.5352,15.0788,12.6541,15.2648,14.4915,14.6463,14.5405
16.6,12.728,13.5798,15.1796,12.7923,15.4162,14.5213,14.6949,14.7251
16.7,12.7367,13.7434,15.2691,12.8582,15.523,14.5326,14.7422,14.7973
16.8,12.7537,13.7583,15.3544,13.0161,15.6044,14.5474,14.876,14.8642
16.9,12.7595,13.8403,15.4364,13.1089,15.6587,14.5624,15.0345,14.9462
17.0,12.7613,13.8989,15.5402,13.3041,15.7833,14.5938,15.1078,15.1523
17.1,12.7804,13.9276,15.6162,13.3492,15.8333,14.658,15.1258,15.2061
17.2,12.7878,13.9754,15.7176,13.5385,15.9163,14.6727,15.1602,15.2381
17.3,12.8382,14.0299,15.8589,13.6647,15.9814,14.7202,15.1726,15.3641
17.4,12.8843,14.0559,16.0249,13.7971,16.0556,14.7752,15.2801,15.5157
17.5,12.8923,14.1029,16.1082,13.9166,16.1236,14.854,15.3292,15.6374
17.6,12.9128,14.1632,16.1473,14.0011,16.2321,14.9206,15.3699,15.6652
17.7,12.935,14.3652,16.2356,14.1451,16.3295,14.9574,15.4571,15.7293
17.8,12.9898,14.4607,16.2698,14.2781,16.4598,14.9876,15.4836,15.7803
17.9,13.0013,14.5639,16.322,14.3597,16.607,15.0089,15.5388,15.825
18.0,13.0074,14.6206,16.3788,14.4661,16.7646,15.0272,15.5541,15.8707
18.1,13.0512,14.6722,16.438,14.5605,16.8168,15.0465,15.578,15.8956
18.2,13.0561,14.8098,16.5519,14.8584,16.8881,15.071,15.6025,15.9296
18.3,13.078,14.8876,16.601,15.0013,16.9806,15.0927,15.6304,15.958
18.4,13.1357,14.9478,16.7168,15.0231,17.0336,15.1183,15.6724,16.0527
18.5,13.1431,14.9794,16.7968,15.1294,17.1259,15.1768,15.7235,16.0618
18.6,13.1559,15.0816,16.8414,15.1829,17.1785,15.2106,15.7541,16.1753
18.7,13.1575,15.1706,16.9548,15.4,17.2526,15.244,15.7667,16.2045
18.8,13.1766,15.2143,17.0433,15.4673,17.3423,15.3072,15.7998,16.3074
18.9,13.1835,15.2373,17.0952,15.5708,17.3722,15.3226,15.8315,16.3267
19.0,13.197,15.3227,17.2052,15.6278,17.46,15.347,15.8778,16.3808
19.1,13.218,15.3997,17.3793,15.6958,17.5443,15.423,15.9382,16.4071
19.2,13.2261,15.529,17.5121,15.7522,17.6323,15.4358,15.9649,16.4139
19.3,13.2434,15.5921,17.6251,15.9252,17.6814,15.4809,16.0105,16.4619
19.4,13.2801,15.694,17.6708,15.9899,17.8005,15.5109,16.0433,16.4961
19.5,13.2859,15.7829,17.7348,16.0732,17.9164,15.5338,16.0669,16.5563
19.6,13.297,15.832,17.8096,16.0826,17.9815,15.5716,16.1037,16.6007
19.7,13.3004,15.9835,17.8628,16.1023,18.1288,15.6549,16.1343,16.6534
19.8,13.3142,16.0448,17.944,16.1374,18.2084,15.6867,16.2153,16.7106
19.9,13.3142,16.0568,18.122,16.2322,18.313,15.7612,16.2278,16.7623
20.0,13.3323,16.1107,18.1775,16.2713,18.3491,15.8036,16.2933,16.8648
20.1,13.3427,16.2205,18.2563,16.2982,18.4456,15.8592,16.3406,16.9191
20.2,13.3555,16.2619,18.513,16.3184,18.5376,15.8723,16.3757,16.9339
