Simulation Time,Red_delay,Pie_delay,CoDel_delay,FqCoDel_delay,Cobalt_delay,dAQM9_delay,dAQM10_delay,dAQM11_delay
36.0,3723.24,4586.75,2788.37,3286.04,2024.47,3628.63,3669.51,4105.85
36.1,3722.9,4598.77,2787.53,3278.01,2022.84,3623.79,3669.17,4102.7
36.2,3722.32,4599.94,2785.68,3271.15,2020.8,3618.52,3668.35,4099.76
36.3,3722.03,4600.74,2784.27,3263.91,2019.6,3613.89,3667.83,4093.09
36.4,3721.44,4602.61,2783.88,3253.12,2018.58,3608.93,3667.39,4088.94
36.5,3721.14,4603.94,2781.88,3243.61,2017.03,3603.8,3667.11,4083.93
36.6,3721.02,4605.43,2780.77,3234.01,2014.99,3599.08,3666.91,4080.89
36.7,3720.48,4606.34,2779.51,3224.5,2013.88,3594.54,3666.65,4077.44
36.8,3719.68,4607.76,2778.49,3214.22,2012.16,3590.33,3666.04,4071.16
36.9,3719.06,4609.92,2777.9,3205.0,2010.56,3585.42,3665.88,4067.77
37.0,3718.52,4611.39,2776.29,3199.15,2009.98,3581.53,3665.68,4062.05
37.1,3717.99,4612.0,2774.72,3191.41,2008.33,3577.03,3665.51,4056.07
37.2,3717.36,4612.65,2773.09,3183.45,2006.33,3572.11,3665.14,4050.47
37.3,3716.93,4612.94,2771.78,3174.02,2005.0,3568.03,3665.01,4045.91
37.4,3716.61,4613.33,2771.45,3165.91,2004.09,3564.67,3664.57,4039.7
37.5,3715.94,4613.85,2769.87,3158.71,2001.96,3560.78,3664.26,4034.4
37.6,3715.7,4614.6,2769.37,3149.77,2000.91,3557.13,3663.91,4029.46
37.7,3715.35,4615.68,2768.93,3143.18,1999.42,3553.47,3663.07,4025.54
37.8,3715.05,4616.36,2767.57,3137.96,1997.5,3550.77,3663.27,4023.44
37.9,3714.52,4617.25,2766.34,3130.94,1996.0,3547.86,3663.62,4019.23
38.0,3714.34,4619.0,2765.65,3122.55,1995.12,3545.35,3663.72,4011.05
38.1,3713.59,4621.59,2764.37,3116.07,1993.94,3542.05,3663.16,4008.25
38.2,3713.21,4622.65,2762.22,3110.09,1993.26,3538.74,3663.16,4006.2
38.3,3712.79,4624.18,2761.4,3102.82,1991.12,3535.68,3663.04,4002.59
38.4,3712.24,4624.99,2760.13,3096.22,1990.31,3532.63,3662.77,3998.77
38.5,3711.65,4625.76,2758.89,3085.51,1988.77,3530.03,3662.63,3995.77
38.6,3711.02,4626.32,2757.79,3078.53,1987.82,3527.02,3662.58,3993.23
38.7,3710.57,4629.18,2756.66,3071.75,1986.99,3524.67,3661.82,3990.76
38.8,3710.28,4631.41,2754.81,3061.73,1985.38,3522.76,3661.82,3985.52
38.9,3709.81,4632.39,2754.81,3052.62,1984.49,3520.74,3661.6,3974.46
39.0,3709.27,4633.09,2752.89,3045.04,1983.81,3519.06,3660.94,3964.7
39.1,3708.77,4634.91,2751.27,3038.33,1982.76,3516.79,3659.92,3958.99
39.2,3708.3,4637.85,2750.35,3031.64,1980.94,3515.18,3659.76,3944.49
39.3,3707.85,4638.75,2749.36,3025.0,1978.98,3513.39,3657.78,3936.71
39.4,3707.39,4642.1,2748.69,3015.91,1977.74,3511.9,3657.61,3931.23
39.5,3706.98,4644.46,2746.72,3009.67,1976.97,3511.13,3656.96,3923.77
39.6,3706.61,4646.45,2744.4,3002.77,1975.73,3510.32,3656.9,3916.85
39.7,3706.22,4649.04,2743.38,2994.22,1974.12,3508.64,3655.5,3906.96
39.8,3705.73,4651.09,2742.15,2987.47,1973.7,3507.97,3654.92,3898.69
39.9,3705.17,4652.21,2739.77,2981.78,1973.07,3508.01,3653.77,3894.14
40.0,3704.65,4654.49,2738.21,2975.39,1972.02,3507.61,3653.64,3884.41
40.1,3704.13,4654.32,2736.67,2969.01,1971.28,3507.35,3653.15,3878.05
40.2,3703.76,4654.23,2733.75,2961.16,1970.64,3506.59,3652.32,3871.46
40.3,3703.53,4653.92,2732.81,2953.39,1970.11,3506.14,3651.4,3856.86
40.4,3703.25,4653.85,2731.94,2945.65,1968.59,3505.78,3650.71,3844.1
40.5,3702.93,4653.62,2730.24,2939.47,1968.03,3505.36,3650.4,3829.53
40.6,3702.44,4654.19,2728.68,2930.18,1967.41,3505.33,3649.54,3816.64
40.7,3702.22,4654.33,2727.79,2923.2,1965.24,3504.89,3648.93,3800.76
40.8,3701.77,4654.85,2727.23,2916.84,1964.48,3504.37,3648.04,3791.05
40.9,3701.15,4656.91,2725.95,2911.08,1963.77,3504.24,3646.9,3782.0
41.0,3700.57,4660.05,2724.98,2902.35,1962.69,3503.76,3646.3,3771.42
41.1,3700.35,4660.07,2723.56,2897.12,1961.74,3503.51,3645.28,3758.15
41.2,3700.11,4660.88,2721.41,2890.75,1961.31,3503.51,3643.81,3750.52
41.3,3699.67,4661.01,2720.12,2883.54,1960.54,3503.42,3642.78,3744.2
41.4,3699.39,4661.11,2718.7,2877.05,1959.26,3503.33,3641.9,3728.45
41.5,3699.19,4661.15,2716.56,2870.95,1957.84,3503.01,3640.65,3717.7
41.6,3698.96,4661.6,2715.45,2865.05,1956.88,3503.01,3639.63,3706.61
41.7,3698.54,4662.72,2714.37,2861.03,1956.63,3502.95,3638.54,3698.17
41.8,3698.23,4663.35,2713.2,2854.93,1955.98,3502.95,3637.54,3688.73
41.9,3697.97,4664.13,2710.41,2848.4,1955.54,3502.86,3636.7,3677.65
42.0,3697.74,4665.16,2708.45,2841.23,1955.08,3502.66,3635.33,3665.44
42.1,3697.1,4665.26,2706.64,2834.36,1954.01,3502.66,3634.65,3651.62
42.2,3696.89,4665.62,2705.61,2827.82,1953.5,3502.57,3633.44,3641.09
42.3,3696.55,4666.53,2704.13,2822.53,1952.52,3502.31,3632.31,3634.93
42.4,3695.81,4666.72,2701.1,2814.82,1951.31,3502.31,3631.86,3625.06
42.5,3695.39,4667.96,2699.69,2807.7,1950.41,3502.31,3630.94,3616.22
42.6,3695.03,4668.32,2698.65,2803.11,1949.44,3502.31,3630.19,3606.32
42.7,3694.97,4669.0,2696.4,2799.57,1948.36,3502.19,3629.38,3598.16
42.8,3694.83,4670.25,2693.24,2795.7,1947.87,3502.19,3627.0,3579.98
42.9,3694.5,4671.21,2691.32,2791.06,1947.33,3502.19,3625.62,3565.52
43.0,3694.37,4671.52,2688.31,2785.5,1946.28,3502.0,3624.17,3546.89
43.1,3694.14,4671.39,2687.09,2780.05,1945.7,3501.96,3623.31,3533.1
43.2,3693.51,4671.68,2685.53,2773.88,1944.72,3501.96,3622.62,3522.6
43.3,3693.34,4671.73,2683.85,2767.05,1944.0,3501.91,3621.89,3512.1
43.4,3692.71,4671.99,2683.05,2759.45,1943.47,3501.73,3621.26,3503.6
43.5,3692.3,4671.98,2681.69,2753.85,1942.91,3501.42,3621.08,3494.59
43.6,3691.33,4672.77,2679.53,2748.52,1942.13,3501.2,3619.67,3480.65
43.7,3691.24,4672.98,2677.76,2744.15,1941.58,3500.37,3619.15,3470.45
43.8,3691.52,4678.33,2676.21,2740.28,1940.8,3500.05,3618.55,3461.43
43.9,3691.37,4678.54,2673.68,2735.39,1940.28,3499.85,3618.0,3452.21
44.0,3690.85,4678.5,2670.14,2731.44,1940.05,3498.88,3617.38,3442.22
44.1,3689.7,4679.11,2668.08,2725.71,1938.45,3498.68,3616.19,3433.83
44.2,3688.79,4679.68,2665.97,2720.63,1937.61,3498.03,3614.85,3425.46
44.3,3688.14,4679.91,2665.11,2715.4,1936.47,3497.18,3613.3,3414.46
44.4,3687.66,4681.96,2663.25,2710.23,1936.0,3496.17,3611.64,3422.79
44.5,3687.32,4681.95,2661.81,2704.67,1935.62,3496.01,3609.72,3418.86
44.6,3686.69,4681.91,2659.87,2698.86,1935.22,3495.46,3607.47,3414.54
44.7,3686.08,4681.9,2657.84,2693.52,1934.2,3494.37,3604.19,3406.5
44.8,3685.09,4681.53,2653.97,2688.35,1933.55,3492.39,3600.02,3404.05
44.9,3684.67,4681.81,2651.9,2684.22,1933.07,3490.66,3596.89,3400.85
45.0,3683.22,4682.73,2649.94,2680.95,1932.84,3487.88,3593.93,3397.62
45.1,3681.97,4682.5,2648.36,2676.31,1932.22,3485.72,3590.52,3394.81
45.2,3681.03,4682.63,2646.98,2672.07,1931.36,3480.67,3587.17,3395.24
45.3,3680.22,4682.33,2645.5,2668.4,1930.44,3475.76,3582.56,3391.41
45.4,3678.33,4681.74,2642.09,2663.27,1929.48,3471.75,3577.08,3385.94
45.5,3676.93,4681.18,2640.39,2658.22,1929.03,3468.32,3572.86,3384.53
45.6,3675.08,4680.91,2639.29,2653.45,1928.21,3464.25,3569.23,3378.99
45.7,3672.71,4680.93,2637.82,2649.2,1927.41,3459.43,3565.18,3370.24
45.8,3670.33,4680.37,2636.54,2644.7,1926.5,3454.73,3561.6,3368.1
45.9,3668.01,4679.65,2635.07,2640.76,1925.29,3450.54,3557.53,3366.17
46.0,3666.33,4679.23,2632.5,2637.7,1924.68,3445.89,3554.42,3359.74
46.1,3662.65,4678.55,2631.43,2632.71,1923.99,3441.17,3550.17,3353.29
46.2,3660.33,4677.36,2630.01,2627.83,1923.21,3436.25,3545.25,3349.52
46.3,3657.12,4676.88,2629.6,2623.39,1922.43,3432.27,3548.35,3350.77
46.4,3652.54,4675.76,2628.34,2618.07,1922.03,3429.53,3550.3,3347.94
46.5,3648.65,4675.53,2627.1,2613.38,1921.51,3426.6,3548.8,3347.54
46.6,3642.83,4688.82,2625.59,2607.94,1920.55,3423.03,3546.7,3344.45
46.7,3636.32,4688.11,2623.49,2604.55,1920.02,3419.83,3547.99,3340.11
46.8,3631.76,4687.74,2622.45,2600.14,1919.15,3416.47,3545.81,3334.84
46.9,3626.66,4688.47,2620.3,2596.16,1918.64,3413.96,3542.81,3330.72
47.0,3621.95,4688.34,2619.28,2592.41,1917.48,3410.46,3539.74,3327.98
47.1,3616.67,4688.23,2617.76,2589.06,1917.06,3407.42,3537.05,3324.69
47.2,3611.19,4687.61,2616.89,2587.73,1916.39,3404.36,3534.82,3323.86
47.3,3606.61,4688.52,2615.31,2584.58,1916.06,3401.94,3548.34,3318.52
47.4,3602.53,4689.3,2614.19,2580.43,1915.63,3399.16,3549.18,3314.36
47.5,3598.16,4688.02,2612.95,2576.55,1915.01,3395.86,3547.14,3311.07
47.6,3594.04,4685.97,2609.84,2570.37,1914.59,3393.26,3543.92,3307.47
47.7,3589.55,4685.18,2608.74,2564.52,1913.55,3390.44,3616.33,3303.99
47.8,3585.38,4682.43,2607.5,2559.49,1913.32,3387.44,3622.37,3301.42
47.9,3580.46,4681.48,2606.48,2555.51,1912.76,3384.54,3629.17,3299.17
48.0,3576.27,4679.48,2605.44,2551.2,1912.38,3381.84,3633.17,3297.41
48.1,3572.38,4677.92,2604.2,2546.85,1911.5,3379.33,3631.9,3295.75
48.2,3567.78,4675.64,2603.29,2543.4,1910.22,3376.21,3630.88,3292.41
48.3,3564.23,4673.13,2601.94,2540.34,1909.87,3373.57,3634.4,3286.78
48.4,3560.26,4671.31,2599.4,2537.05,1909.41,3371.32,3641.16,3285.37
48.5,3555.68,4668.45,2598.57,2533.15,1908.68,3368.99,3642.25,3281.44
48.6,3551.43,4664.29,2597.85,2529.5,1908.52,3366.78,3642.71,3276.84
48.7,3547.07,4659.1,2597.02,2526.77,1907.79,3364.64,3640.98,3273.43
48.8,3543.74,4653.62,2594.91,2523.57,1907.25,3362.63,3636.38,3271.22
48.9,3539.99,4648.27,2593.33,2520.35,1906.8,3361.22,3629.94,3267.6
49.0,3536.32,4642.68,2592.66,2515.82,1906.22,3359.25,3626.74,3263.74
49.1,3533.17,4639.42,2590.85,2511.96,1905.95,3358.49,3625.11,3260.24
49.2,3529.52,4635.09,2589.83,2507.17,1905.68,3357.06,3613.91,3254.47
49.3,3525.82,4630.51,2588.57,2504.68,1905.41,3356.32,3607.9,3249.42
49.4,3522.12,4623.53,2586.66,2501.1,1905.1,3355.39,3603.99,3247.7
49.5,3518.47,4613.47,2585.89,2496.79,1904.26,3354.38,3616.95,3242.24
49.6,3514.64,4606.65,2584.91,2493.83,1903.86,3353.95,3609.21,3238.44
49.7,3511.43,4598.9,2583.55,2490.94,1903.58,3353.53,3603.06,3237.42
49.8,3508.56,4588.81,2582.51,2487.65,1903.16,3352.79,3598.26,3233.34
49.9,3504.68,4574.0,2580.97,2484.18,1902.78,3352.03,3589.15,3230.56
50.0,3501.31,4559.58,2580.49,2480.64,1902.26,3351.21,3592.51,3224.61
50.1,3498.36,4547.51,2578.98,2478.1,1901.21,3350.58,3587.47,3222.32
50.2,3494.9,4535.78,2578.29,2473.61,1900.85,3350.29,3587.97,3215.73
50.3,3491.47,4522.77,2577.65,2470.42,1900.04,3350.56,3588.69,3212.44
50.4,3487.87,4510.8,2576.87,2467.28,1899.1,3350.55,3592.3,3210.05
50.5,3484.21,4498.0,2576.24,2464.2,1898.48,3350.48,3583.53,3206.48
50.6,3480.02,4485.05,2575.5,2459.03,1897.95,3350.77,3595.58,3201.51
50.7,3476.97,4470.56,2573.3,2454.91,1897.74,3350.06,3593.77,3195.82
50.8,3473.1,4456.93,2572.47,2451.67,1897.39,3349.67,3587.55,3190.53
50.9,3469.77,4442.73,2570.35,2447.94,1897.01,3349.48,3599.36,3186.16
51.0,3466.59,4431.32,2568.58,2444.26,1896.88,3354.48,3604.42,3183.52
51.1,3463.4,4417.91,2567.76,2441.13,1896.31,3357.61,3612.05,3179.57
51.2,3459.59,4403.25,2566.99,2438.07,1895.88,3359.48,3613.27,3177.07
51.3,3455.85,4389.48,2564.56,2434.93,1895.73,3360.23,3618.03,3172.64
51.4,3452.2,4376.06,2562.96,2431.92,1895.25,3360.84,3615.86,3170.31
51.5,3448.94,4364.11,2562.21,2430.61,1894.79,3361.63,3617.67,3165.88
51.6,3446.02,4352.28,2560.98,2428.3,1893.56,3361.22,3619.36,3160.51
51.7,3442.89,4340.37,2560.49,2425.15,1893.3,3361.59,3620.31,3153.42
51.8,3439.84,4326.13,2559.62,2422.3,1892.22,3361.29,3622.24,3150.9
51.9,3436.75,4311.71,2557.49,2420.54,1890.94,3362.9,3621.24,3145.34
52.0,3433.82,4294.77,2556.79,2418.34,1890.03,3361.37,3633.14,3139.68
52.1,3430.97,4280.93,2554.95,2415.22,1889.89,3360.77,3631.67,3134.15
52.2,3428.08,4266.87,2554.46,2411.21,1889.36,3365.15,3636.68,3129.11
52.3,3425.3,4249.7,2553.73,2408.22,1889.26,3380.04,3633.76,3124.87
52.4,3422.29,4234.82,2552.46,2405.48,1888.96,3381.83,3635.45,3120.8
52.5,3419.37,4221.48,2552.03,2401.57,1888.86,3381.62,3635.78,3116.05
52.6,3416.74,4205.16,2550.03,2397.78,1888.65,3377.04,3640.08,3111.81
52.7,3413.53,4192.29,2549.38,2394.15,1887.59,3373.74,3641.96,3104.59
52.8,3410.15,4174.36,2547.88,2391.55,1887.26,3369.04,3644.21,3097.35
52.9,3406.92,4161.51,2546.01,2389.02,1886.55,3364.58,3650.28,3093.75
53.0,3404.25,4149.86,2545.16,2386.07,1885.98,3361.15,3650.74,3091.47
53.1,3401.06,4133.66,2544.44,2383.66,1885.71,3361.87,3648.57,3085.11
53.2,3398.14,4120.43,2543.98,2381.06,1884.99,3374.16,3649.0,3079.94
53.3,3395.06,4108.81,2543.58,2379.22,1884.93,3380.89,3648.33,3077.54
53.4,3392.22,4099.01,2542.65,2376.25,1884.24,3384.48,3649.95,3071.64
53.5,3389.98,4088.51,2541.62,2372.25,1883.66,3385.75,3649.56,3065.7
53.6,3387.56,4079.46,2540.87,2368.67,1882.96,3383.83,3650.64,3061.11
53.7,3385.08,4069.38,2540.45,2364.71,1882.38,3382.09,3646.61,3058.43
53.8,3382.11,4061.48,2539.42,2361.58,1881.73,3382.04,3641.94,3054.76
53.9,3379.56,4048.29,2538.14,2359.38,1880.88,3393.13,3643.36,3051.31
54.0,3376.84,4036.79,2537.31,2356.45,1880.77,3423.72,3643.86,3046.11
54.1,3374.36,4026.93,2534.95,2353.63,1880.6,3445.49,3642.51,3038.61
54.2,3371.61,4019.45,2533.81,2351.34,1880.27,3450.07,3640.99,3034.91
54.3,3369.05,4008.27,2532.9,2350.27,1880.13,3454.1,3641.48,3029.94
54.4,3366.43,3999.4,2532.13,2348.68,1879.6,3456.89,3638.78,3025.58
54.5,3363.72,3988.32,2530.46,2346.87,1879.04,3458.14,3637.93,3022.23
54.6,3360.63,3981.77,2529.06,2344.09,1878.71,3471.83,3631.31,3018.61
54.7,3357.91,3973.06,2528.12,2341.76,1878.44,3473.3,3653.36,3016.29
54.8,3354.91,3964.74,2526.82,2339.62,1878.02,3479.34,3652.54,3012.12
54.9,3351.84,3956.58,2525.61,2337.59,1877.75,3483.64,3652.93,3008.78
55.0,3348.41,3948.81,2525.05,2334.56,1877.53,3494.41,3650.42,3006.55
55.1,3345.8,3942.52,2524.1,2332.36,1877.39,3498.94,3657.63,3002.33
55.2,3342.94,3931.92,2523.0,2328.9,1877.06,3502.44,3654.42,3000.52
55.3,3339.96,3923.41,2522.83,2326.08,1876.32,3503.6,3657.59,2997.96
55.4,3336.98,3917.12,2522.21,2323.75,1875.52,3506.29,3659.87,2995.86
55.5,3334.19,3911.44,2521.11,2321.15,1874.02,3507.66,3657.18,2989.96
55.6,3331.56,3902.27,2520.3,2318.45,1872.68,3509.88,3654.87,2986.96
55.7,3329.32,3893.62,2518.87,2315.58,1871.72,3521.71,3651.5,2984.19
55.8,3326.33,3885.93,2518.08,2312.99,1871.44,3526.35,3650.53,2978.01
55.9,3323.69,3879.9,2517.05,2309.34,1871.08,3536.96,3648.9,2975.06
56.0,3320.91,3875.25,2515.68,2305.97,1870.82,3547.22,3647.24,2970.53
56.1,3318.26,3869.53,2514.84,2303.93,1870.45,3549.86,3639.71,2966.25
56.2,3315.68,3861.81,2513.37,2302.05,1870.08,3550.9,3638.54,2961.83
56.3,3313.29,3856.22,2512.38,2299.46,1869.85,3559.18,3638.68,2958.61
56.4,3310.55,3848.5,2511.23,2297.2,1869.23,3563.0,3637.06,2955.88
56.5,3308.2,3843.17,2509.3,2294.88,1868.72,3583.12,3635.83,2953.51
56.6,3305.36,3836.63,2508.49,2292.58,1868.21,3587.06,3636.69,2950.37
56.7,3302.37,3830.1,2507.41,2290.56,1867.71,3608.59,3637.89,2947.79
56.8,3299.9,3823.58,2506.72,2288.68,1867.48,3613.72,3639.62,2944.42
56.9,3297.24,3813.04,2505.27,2285.63,1867.45,3616.81,3634.34,2942.02
57.0,3294.84,3803.45,2504.98,2283.3,1866.47,3624.55,3633.56,2938.36
57.1,3292.33,3798.97,2504.51,2281.13,1866.03,3630.36,3629.47,2933.5
57.2,3290.25,3793.45,2503.67,2279.32,1865.65,3653.64,3627.75,2931.61
57.3,3287.43,3788.23,2502.67,2277.75,1865.09,3658.02,3625.65,2928.09
57.4,3285.43,3782.26,2501.8,2275.94,1864.07,3658.48,3622.65,2923.04
57.5,3282.85,3776.81,2500.57,2273.42,1863.06,3661.8,3620.11,2918.82
57.6,3280.65,3771.8,2500.12,2270.42,1862.21,3664.4,3619.09,2913.53
57.7,3278.15,3766.52,2499.28,2268.71,1862.62,3665.44,3614.97,2912.15
57.8,3275.57,3761.85,2496.97,2267.71,1862.18,3667.97,3611.54,2909.46
57.9,3272.98,3753.43,2496.22,2265.22,1861.78,3670.42,3607.93,2905.98
58.0,3270.47,3748.0,2495.24,2262.64,1861.74,3671.32,3605.55,2903.54
58.1,3268.18,3742.49,2495.07,2259.74,1861.19,3670.74,3600.31,2901.92
58.2,3265.88,3732.37,2494.32,2256.93,1860.97,3671.69,3595.76,2899.56
58.3,3263.36,3727.78,2493.75,2254.15,1860.7,3676.05,3591.72,2898.19
58.4,3261.28,3724.55,2491.81,2252.23,1860.41,3679.72,3586.91,2892.91
58.5,3258.82,3721.12,2490.35,2250.44,1859.88,3681.73,3580.62,2888.6
58.6,3256.43,3716.51,2489.56,2248.61,1859.21,3684.9,3577.89,2885.01
58.7,3253.99,3710.95,2488.52,2246.16,1858.76,3686.66,3572.88,2881.06
58.8,3251.7,3706.32,2488.22,2243.98,1858.69,3685.71,3567.14,2879.5
58.9,3249.44,3700.92,2487.38,2241.99,1858.02,3685.4,3562.76,2877.05
59.0,3247.31,3696.85,2486.66,2239.89,1857.39,3685.45,3559.46,2874.85
59.1,3244.78,3691.74,2485.13,2237.3,1856.99,3698.12,3554.33,2870.75
59.2,3242.5,3686.38,2484.69,2235.09,1855.44,3699.35,3550.61,2868.55
59.3,3239.9,3679.15,2484.4,2234.28,1854.86,3699.27,3539.21,2866.54
59.4,3237.92,3673.64,2484.08,2233.84,1854.08,3699.38,3531.29,2864.16
59.5,3235.66,3669.84,2482.83,2232.6,1853.69,3701.06,3522.56,2862.32
59.6,3233.02,3662.83,2482.27,2230.87,1853.41,3701.61,3510.23,2860.74
59.7,3230.77,3659.97,2481.53,2228.34,1853.36,3701.25,3501.88,2854.82
59.8,3228.44,3654.99,2480.55,2226.16,1852.95,3699.94,3493.07,2851.91
59.9,3226.55,3653.7,2479.56,2224.35,1852.7,3698.61,3484.93,2848.29
60.0,3224.38,3650.37,2478.79,2222.88,1852.63,3697.35,3479.49,2845.46
60.1,3222.27,3648.19,2478.49,2221.27,1852.3,3696.56,3464.03,2842.36
60.2,3219.95,3643.04,2478.12,2218.49,1851.87,3697.27,3457.52,2840.65
60.3,3217.69,3638.11,2476.65,2216.59,1851.46,3692.77,3450.84,2838.5
60.4,3215.32,3634.36,2475.57,2215.81,1851.14,3690.57,3445.51,2837.05
60.5,3213.14,3630.14,2474.42,2214.12,1850.62,3688.44,3433.23,2834.97
60.6,3211.08,3627.11,2474.06,2211.66,1850.14,3680.89,3425.89,2832.42
60.7,3208.77,3621.18,2473.23,2209.15,1849.58,3682.1,3414.01,2829.66
60.8,3206.63,3616.13,2471.76,2207.0,1849.09,3677.62,3404.85,2825.48
60.9,3204.72,3612.86,2471.18,2204.26,1848.43,3673.16,3398.54,2823.76
