Simulation Time,Red_fct,Pie_fct,CoDel_fct,FqCoDel_fct,Cobalt_fct,dAQM9_fct,dAQM10_fct,dAQM11_fct
31.1,17.2298,22.3827,27.4858,30.3979,27.968,17.4395,17.3899,24.7217
31.2,17.2595,22.3904,27.673,30.4662,28.0507,17.4814,17.4213,24.9171
31.3,17.2934,22.4157,27.717,30.5708,28.1017,17.5053,17.4439,25.1814
31.4,17.3403,22.4759,27.7922,30.6471,28.2511,17.5959,17.446,25.319
31.5,17.3597,22.5019,27.8364,30.7769,28.3152,17.7189,17.4858,25.6082
31.6,17.3828,22.52,27.9889,30.8684,28.3672,17.9873,17.6041,25.6207
31.7,17.3995,22.5482,28.0208,31.0307,28.4996,18.1829,17.9591,25.6444
31.8,17.3995,22.5509,28.0518,31.13,28.6275,18.3195,18.0209,25.6685
31.9,17.4508,22.6082,28.154,31.2411,28.7689,18.5031,18.0494,25.7219
32.0,17.4733,22.6242,28.223,31.2938,28.8312,18.8259,18.1622,25.7987
32.1,17.5069,22.6629,28.3031,31.4053,28.9033,19.2928,18.3665,26.0188
32.2,17.6145,22.6786,28.3665,31.4867,28.9997,19.4095,18.6424,26.0645
32.3,17.6327,22.6903,28.4755,31.6175,29.0983,19.5222,18.74,26.1738
32.4,17.6631,22.7596,28.5118,31.7278,29.1991,20.0019,19.112,26.2511
32.5,17.6918,22.8074,28.5894,31.8451,29.2518,20.2733,19.211,26.4036
32.6,17.7353,22.8117,28.738,31.9942,29.3186,20.4856,19.4955,26.4222
32.7,17.7557,22.8909,28.7932,32.0902,29.4212,20.8018,19.7815,26.4412
32.8,17.7645,22.9493,28.9602,32.199,29.5089,20.9305,20.1844,26.4952
32.9,17.7713,23.0206,29.021,32.2927,29.5811,21.2312,20.478,26.5692
33.0,17.7925,23.0441,29.2164,32.404,29.6657,21.5363,20.8018,26.635
33.1,17.8274,23.0789,29.3253,32.505,29.7496,21.6527,21.1911,26.6491
33.2,17.8707,23.0956,29.5096,32.5766,29.8344,21.7882,21.3512,26.6693
33.3,17.8891,23.1043,29.5564,32.6428,29.8785,21.8224,21.501,26.7582
33.4,17.9272,23.1126,29.5881,32.7539,29.9718,21.9572,21.7489,26.818
33.5,17.9373,23.1353,29.6769,32.8973,30.0205,22.2635,21.7717,26.8335
33.6,17.9594,23.2897,29.7285,32.9792,30.1518,22.4937,21.8008,26.8601
33.7,17.9895,23.4165,29.7909,33.0838,30.2338,22.5401,22.0182,26.8673
33.8,18.003,23.4541,29.8259,33.1777,30.4195,22.5604,22.0312,26.9156
33.9,18.082,23.5218,29.9626,33.278,30.5179,22.6511,22.048,27.3691
34.0,18.1862,23.5818,30.0645,33.4059,30.6038,22.7708,22.0977,27.7634
34.1,18.208,23.6353,30.1689,33.4876,30.6866,22.7982,22.2106,27.7902
34.2,18.2334,23.6503,30.2477,33.5576,30.7598,22.9155,22.2271,27.8042
34.3,18.3414,23.6895,30.3014,33.669,30.7981,23.0593,22.4615,27.8578
34.4,18.3525,23.7803,30.3466,33.7827,30.9653,23.1443,22.5768,27.9356
34.5,18.3779,23.8312,30.4162,33.874,31.0444,23.1595,22.5918,28.0426
34.6,18.395,23.8458,30.5728,33.9237,31.141,23.1849,22.7185,28.2387
34.7,18.5034,23.8934,30.6667,33.9956,31.2114,23.2151,22.729,28.4289
34.8,18.5246,23.9107,30.8011,34.1155,31.2924,23.2424,22.7486,28.5177
34.9,18.5555,23.9262,30.9198,34.2129,31.3621,23.2882,22.771,28.6367
35.0,18.5841,23.9717,31.0663,34.3142,31.4291,23.3183,22.7818,28.6728
35.1,18.6004,23.9956,31.1045,34.4317,31.5004,23.3413,22.8666,28.7174
35.2,18.6172,24.009,31.2884,34.5257,31.5833,23.3868,22.9377,28.8476
35.3,18.6535,24.0128,31.3326,34.6496,31.6252,23.4121,23.0088,28.8924
35.4,18.6594,24.0437,31.4166,34.7575,31.7748,23.4309,23.0158,28.9257
35.5,18.6784,24.1044,31.5085,34.8618,31.9117,23.4851,23.03,28.9412
35.6,18.7156,24.1248,31.5993,34.9382,31.9841,23.5223,23.0728,29.0399
35.7,18.721,24.1622,31.6228,35.065,32.0789,23.5419,23.0907,29.1834
35.8,18.7512,24.2683,31.6601,35.1482,32.1663,23.5778,23.1185,29.3136
35.9,18.8123,24.3054,31.7736,35.2279,32.2562,23.631,23.1637,29.3592
36.0,18.8169,24.3398,31.8514,35.3176,32.4442,23.6706,23.1738,29.4231
36.1,18.8341,24.58,31.8996,35.4046,32.5122,23.6904,23.183,29.4747
36.2,18.8727,24.6128,32.042,35.5034,32.6139,23.7093,23.2073,29.5458
36.3,18.8773,24.7134,32.1006,35.5775,32.6852,23.7515,23.2188,29.6164
36.4,19.0135,24.8296,32.1306,35.6812,32.7093,23.7766,23.2364,29.6374
36.5,19.0411,24.8942,32.2344,35.7631,32.8601,23.7959,23.272,29.7123
36.6,19.0432,24.9432,32.2673,35.8945,32.9399,23.8305,23.3057,29.8451
36.7,19.0646,24.9694,32.3217,36.0091,32.9859,23.866,23.3773,29.8824
36.8,19.0877,25.06,32.4129,36.0954,33.0538,23.8782,23.3967,30.0029
36.9,19.132,25.1181,32.5203,36.2055,33.1226,23.9077,23.4105,30.0599
37.0,19.1548,25.2326,32.6211,36.2731,33.2381,23.9303,23.4509,30.1033
37.1,19.1741,25.2403,32.7807,36.3571,33.3244,23.9538,23.4862,30.1836
37.2,19.2083,25.2864,32.8575,36.4624,33.4584,23.9917,23.4973,30.2393
37.3,19.2195,25.3339,32.9225,36.5805,33.5235,24.0242,23.5326,30.2894
37.4,19.2225,25.3683,32.9413,36.7128,33.5912,24.0423,23.6184,30.3296
37.5,19.2478,25.4139,32.996,36.814,33.6777,24.0699,23.6396,30.3559
37.6,19.2782,25.4764,33.029,36.9017,33.7256,24.171,23.6818,30.4071
37.7,19.3053,25.5191,33.0847,36.995,33.7899,24.2316,23.8685,30.4556
37.8,19.3244,25.559,33.1807,37.0557,33.8831,24.2465,23.8795,30.5705
37.9,19.3676,25.5767,33.2605,37.1525,33.9396,24.2601,23.9199,30.6803
38.0,19.38,25.5962,33.2838,37.2669,34.001,24.2782,23.9547,30.8813
38.1,19.4144,25.6376,33.3318,37.3532,34.0941,24.3471,24.1302,30.9191
38.2,19.4289,25.6502,33.4023,37.4341,34.1369,24.3563,24.1302,31.065
38.3,19.4463,25.7256,33.5021,37.5576,34.3033,24.4219,24.1352,31.094
38.4,19.495,25.7372,33.6427,37.6525,34.3814,24.4391,24.1903,31.1652
38.5,19.5266,25.7464,33.71,37.7926,34.473,24.513,24.2003,31.2761
38.6,19.5576,25.7909,33.792,37.8763,34.607,24.5557,24.226,31.3461
38.7,19.5846,25.8487,33.8839,37.9818,34.6608,24.5893,24.3285,31.437
38.8,19.5954,25.9368,33.9515,38.0891,34.7599,24.6007,24.3285,31.6125
38.9,19.6383,25.955,34.2064,38.2193,34.8249,24.6552,24.3588,31.7927
39.0,19.6835,25.9636,34.2737,38.2914,34.8679,24.6635,24.391,31.828
39.1,19.7145,26.0958,34.3048,38.3971,34.9457,24.6789,24.487,31.8897
39.2,19.7263,26.1365,34.3839,38.4942,35.1216,24.7231,24.4884,32.1163
39.3,19.7399,26.1995,34.4124,38.604,35.211,24.7557,24.5445,32.1363
39.4,19.7799,26.288,34.4346,38.6697,35.2965,24.7952,24.545,32.1665
39.5,19.7914,26.3108,34.5872,38.7838,35.3373,24.8417,24.5455,32.1866
39.6,19.8065,26.378,34.6834,38.8862,35.389,24.9088,24.554,32.3376
39.7,19.8256,26.4094,34.7436,38.989,35.4758,25.0274,24.5999,32.4293
39.8,19.8889,26.4277,34.8091,39.1094,35.5093,25.1309,24.6549,32.5074
39.9,20.0304,26.494,34.9778,39.1701,35.6101,25.1378,24.6728,32.6042
40.0,20.0564,26.5368,35.0493,39.2602,35.658,25.2155,24.6733,32.6571
40.1,20.0756,26.5432,35.1018,39.3802,35.7638,25.2488,24.6875,32.6924
40.2,20.1083,26.5447,35.342,39.5261,35.8166,25.2678,24.6939,32.7273
40.3,20.1121,26.5704,35.4506,39.6318,35.8395,25.3134,24.7045,32.9995
40.4,20.1208,26.5764,35.5984,39.7534,35.9276,25.353,24.7463,33.2088
40.5,20.1526,26.5849,35.6799,39.8206,35.981,25.4291,24.7936,33.2455
40.6,20.181,26.6421,35.7566,39.9478,36.0645,25.4593,24.8815,33.2946
40.7,20.2004,26.7669,35.8245,40.0737,36.1533,25.4719,24.8831,33.3496
40.8,20.2167,26.7801,35.8999,40.1736,36.236,25.4742,24.9527,33.4194
40.9,20.2456,26.837,36.1081,40.2471,36.2941,25.5112,24.9935,33.4567
41.0,20.2928,26.9105,36.1588,40.3498,36.3661,25.5964,25.0337,33.5407
41.1,20.3059,26.9412,36.2771,40.449,36.4361,25.6275,25.0661,33.6801
41.2,20.3258,26.9604,36.3951,40.5634,36.4712,25.6275,25.2083,33.7676
41.3,20.351,26.9777,36.4566,40.6487,36.5239,25.6374,25.2489,33.8708
41.4,20.3551,27.0063,36.5035,40.7523,36.6381,25.6474,25.3182,34.0101
41.5,20.3766,27.1381,36.6709,40.8137,36.7932,25.7267,25.3678,34.0566
41.6,20.3864,27.1782,36.7315,40.9134,36.8873,25.7267,25.369,34.1745
41.7,20.443,27.193,36.7889,40.9554,36.919,25.7534,25.4583,34.2243
41.8,20.4863,27.2084,36.8267,41.058,37.0031,25.7534,25.5109,34.37
41.9,20.5052,27.2479,36.907,41.1411,37.0598,25.7633,25.558,34.4134
42.0,20.5286,27.3162,37.0932,41.2258,37.0945,25.7858,25.6342,34.4844
42.1,20.7007,27.3183,37.2038,41.3329,37.1867,25.7858,25.6746,34.5504
42.2,20.7116,27.3361,37.25,41.4781,37.2462,25.7958,25.7052,34.6066
42.3,20.7247,27.4547,37.3126,41.568,37.3601,25.8281,25.7543,34.6808
42.4,20.7852,27.5439,37.4728,41.7207,37.4548,25.8281,25.8257,34.7168
42.5,20.8327,27.5555,37.5547,41.8377,37.5154,25.8281,25.9267,34.7472
42.6,20.8478,27.5678,37.696,41.9015,37.6299,25.8281,25.9745,34.8154
42.7,21.0367,27.5753,37.8754,41.9807,37.6994,25.87,26.0077,34.8569
42.8,21.067,27.5965,38.1535,42.0444,37.7635,25.87,26.2046,35.0167
42.9,21.4596,27.6073,38.1903,42.1144,37.8123,25.87,26.2342,35.0592
43.0,21.4898,27.6622,38.3089,42.1961,37.8736,25.8978,26.2596,35.1234
43.1,21.497,27.6716,38.3677,42.3412,37.9685,25.9351,26.3365,35.3046
43.2,21.5161,27.6804,38.4948,42.4746,38.0443,25.9351,26.3489,35.4171
43.3,21.5346,27.691,38.5355,42.5815,38.1073,25.9592,26.355,35.4627
43.4,21.5507,27.6923,38.5701,42.7042,38.2013,25.994,26.3742,35.569
43.5,21.8595,27.8091,38.6221,42.808,38.2487,26.0536,26.4127,35.6614
43.6,21.8728,27.8628,38.7491,42.9007,38.3513,26.1153,26.5177,35.83
43.7,22.0389,27.8801,38.8136,42.9401,38.3867,26.2041,26.5756,35.8657
43.8,22.346,28.1241,38.88,43.0652,38.5242,26.308,26.5989,35.9138
43.9,22.3815,28.1309,38.9507,43.1456,38.554,26.3085,26.6556,35.9584
44.0,22.4016,28.2183,39.0261,43.2129,38.5879,26.4862,26.6607,36.1473
44.1,22.4863,28.2443,39.1393,43.3205,38.8143,26.4865,26.7511,36.1869
44.2,22.9763,28.4551,39.2614,43.431,38.9071,26.5073,26.788,36.3226
44.3,23.1459,28.4891,39.3835,43.5533,39.0129,26.5661,26.907,36.3797
44.4,23.4776,28.7899,39.4152,43.6799,39.0773,26.6213,27.122,36.5568
44.5,23.5311,28.8406,39.4638,43.8153,39.1206,26.6214,27.1247,36.9018
44.6,23.7063,28.9025,39.561,43.9326,39.157,26.7249,27.3287,37.059
44.7,23.7349,28.9373,39.623,44.0139,39.3373,26.8221,27.4293,37.3701
44.8,23.9302,28.9566,39.7577,44.0978,39.4119,26.8225,27.4742,37.5337
44.9,24.1219,28.9764,39.8807,44.1859,39.4678,26.9245,27.5327,37.8436
45.0,24.3148,28.9979,39.9375,44.264,39.5182,27.0121,27.5396,38.0353
45.1,24.6418,29.3293,39.967,44.3374,39.5717,27.0883,27.7221,38.1973
45.2,25.1332,29.4807,40.0635,44.4522,39.6311,27.194,27.8411,38.7125
45.3,25.4451,29.6739,40.1022,44.5391,39.7006,27.2866,27.9364,39.1156
45.4,25.665,29.8892,40.3225,44.7053,39.7854,27.3982,27.9665,39.1788
45.5,25.9918,30.0567,40.4036,44.7977,39.8787,27.4512,28.0201,39.4856
45.6,26.1946,30.1104,40.5208,44.9064,39.9846,27.5387,28.0229,39.5459
45.7,26.2309,30.1192,40.5598,45.0116,40.0701,27.6108,28.0798,39.6938
45.8,26.4252,30.3403,40.5907,45.0961,40.1462,27.6894,28.0969,39.8054
45.9,26.7812,30.5207,40.6688,45.167,40.332,27.7664,28.2004,39.8543
46.0,27.1445,30.722,40.7959,45.2427,40.4429,27.7953,28.2189,39.9134
46.1,27.3366,30.7679,40.8417,45.3691,40.5659,27.8041,28.279,40.1156
46.2,27.5437,30.7818,40.9173,45.4364,40.6397,27.8095,28.4427,40.215
46.3,27.8245,30.8575,40.9816,45.5205,40.702,27.8736,29.2754,40.2638
46.4,28.1909,31.0045,41.0478,45.6787,40.7399,27.9005,29.2917,40.5136
46.5,28.5045,31.0266,41.0904,45.7809,40.877,27.913,29.3062,40.5631
46.6,28.5418,31.4833,41.1867,45.9292,40.9613,27.924,29.4839,40.7457
46.7,28.5911,31.7682,41.2518,45.9873,41.1,27.9302,30.0727,40.9388
46.8,28.6357,32.1699,41.3203,46.1182,41.2199,27.9891,30.0822,40.9927
46.9,28.6711,32.4007,41.4019,46.2408,41.2631,28.0012,30.1552,41.0452
47.0,28.8285,32.4449,41.4341,46.2882,41.363,28.0908,30.5008,41.1446
47.1,28.869,32.8061,41.488,46.3694,41.4762,28.0991,30.5325,41.2082
47.2,28.8897,33.0189,41.5486,46.417,41.5296,28.3299,30.7719,41.2601
47.3,28.9164,33.3894,41.6142,46.4868,41.5973,28.3535,31.0585,41.3391
47.4,28.9609,33.4479,41.6554,46.5699,41.6485,28.3648,31.1943,41.4656
47.5,29.011,33.8539,41.7177,46.6588,41.7083,28.44,31.294,41.5529
47.6,29.0336,33.8828,41.9576,46.8221,41.7486,28.501,31.3341,41.6281
47.7,29.0514,34.0724,42.0152,46.9427,41.8559,28.5523,32.2686,41.6677
47.8,29.0844,34.2568,42.0838,47.1135,41.8973,28.5624,32.2823,41.7663
47.9,29.1208,34.4571,42.1373,47.177,41.9487,28.6178,32.3061,41.895
48.0,29.1604,34.5462,42.385,47.2841,41.9896,28.7667,32.3202,42.188
48.1,29.1861,34.5748,42.4587,47.411,42.0695,28.8886,32.3575,42.2386
48.2,29.2312,35.485,42.5501,47.5224,42.3286,28.9905,32.4151,42.3195
48.3,29.2698,35.6824,42.625,47.5862,42.3898,28.9989,32.7574,42.4479
48.4,29.318,36.2258,42.7895,47.7031,42.5053,29.0069,33.3461,42.5912
48.5,29.4248,36.4506,42.8097,47.7915,42.6169,29.0268,33.5473,42.6544
48.6,29.4689,37.0846,42.9302,47.889,42.6459,29.059,34.1179,42.8384
48.7,29.4874,37.3311,42.9798,47.9646,42.7427,29.1211,34.3531,42.948
48.8,29.5157,37.3748,43.1349,48.066,42.8174,29.3491,35.0193,43.0985
48.9,29.5564,37.6636,43.213,48.1475,42.8928,29.3609,35.2436,43.1637
49.0,29.6053,38.0564,43.244,48.2204,42.9927,29.5394,35.8216,43.3006
49.1,29.6203,38.2427,43.3722,48.3246,43.0521,29.5537,36.1944,43.3683
49.2,29.6358,38.3254,43.4683,48.4431,43.1031,29.7055,36.3845,43.4579
49.3,29.6661,38.367,43.5639,48.532,43.1447,29.7611,36.4085,43.623
49.4,29.6853,38.3973,43.703,48.6605,43.2149,29.8337,36.4424,43.7279
49.5,29.7389,38.6136,43.7396,48.7679,43.3348,29.922,36.7616,43.8018
49.6,29.7601,38.8103,43.8171,48.876,43.3833,29.9453,36.7725,43.9517
49.7,29.792,38.8571,43.8597,48.975,43.4093,29.9901,36.8899,44.0019
49.8,29.8581,39.1591,44.0213,49.0743,43.5614,30.0142,37.2992,44.0756
49.9,29.9466,39.3811,44.1933,49.1678,43.6337,30.0568,37.4177,44.136
50.0,29.9953,39.4165,44.2791,49.291,43.7282,30.1541,38.1007,44.1982
50.1,30.009,39.5452,44.3375,49.3788,43.8319,30.2061,38.1568,44.2527
50.2,30.0282,39.5827,44.4452,49.5168,43.8741,30.2343,38.2622,44.4598
50.3,30.0713,39.706,44.5221,49.5858,43.9577,30.2842,38.5045,44.5213
50.4,30.1321,39.9282,44.6015,49.6739,44.0352,30.3079,38.9629,44.5557
50.5,30.1498,39.9811,44.6379,49.761,44.2316,30.3576,39.2777,44.8318
50.6,30.1696,40.1026,44.7633,49.8722,44.2956,30.3895,39.7592,45.0732
50.7,30.1802,40.1913,44.9572,49.9481,44.3682,30.4653,40.073,45.2047
50.8,30.1974,40.2947,45.1876,50.0259,44.4673,30.5044,40.7107,45.3252
50.9,30.2186,40.3171,45.314,50.143,44.5636,30.5841,41.5168,45.5463
51.0,30.2522,40.4212,45.3773,50.2759,44.5919,31.254,42.072,45.5762
51.1,30.2882,40.4573,45.469,50.3538,44.6245,31.7004,42.2837,45.7299
51.2,30.3055,40.6864,45.5834,50.4474,44.7067,31.8942,42.7521,45.8432
51.3,30.3752,40.7338,45.8712,50.5445,44.7646,31.9803,42.9911,46.0548
51.4,30.4385,41.0019,45.9307,50.641,44.8527,32.162,43.0282,46.1107
51.5,30.4543,41.0503,45.9844,50.7013,44.8985,32.1812,43.0538,46.2051
51.6,30.4717,41.0927,46.2202,50.8066,45.0243,32.301,43.0715,46.2863
51.7,30.5026,41.1393,46.2666,50.922,45.0828,32.9329,43.1067,46.4444
51.8,30.5171,41.2958,46.5176,51.0189,45.2126,32.9664,43.349,46.522
51.9,30.5756,41.453,46.6956,51.1147,45.3909,33.1851,43.8459,46.5814
52.0,30.5932,41.5024,46.7713,51.1896,45.4585,33.2438,44.4492,46.6804
52.1,30.6065,41.9235,46.9778,51.2744,45.505,33.2961,44.5375,46.7934
52.2,30.6421,41.9462,47.0269,51.353,45.5957,33.7845,45.1243,46.8586
52.3,30.6822,42.0748,47.1058,51.4474,45.6544,35.5622,45.3616,46.9615
52.4,30.6979,42.1886,47.2261,51.5501,45.7031,36.0194,45.8254,47.0039
52.5,30.7694,42.2201,47.2628,51.6733,45.7585,36.247,45.9283,47.3214
52.6,30.7896,42.4197,47.3297,51.7787,45.8285,36.6739,45.9672,47.3769
52.7,30.8101,42.4461,47.4281,51.9323,45.8789,36.8614,46.0229,47.5684
52.8,30.8904,42.4882,47.7718,52.025,45.9293,36.8853,46.2526,47.6976
52.9,30.9358,42.7298,47.8419,52.1076,46.0135,36.9562,46.5681,47.7464
53.0,31.0153,42.7861,47.9392,52.2125,46.0618,37.1935,46.6103,47.8082
53.1,31.0305,42.8202,47.9821,52.2941,46.1014,38.2204,46.6823,47.8678
53.2,31.0684,43.0451,48.0491,52.4025,46.2581,38.7006,46.9243,48.0406
53.3,31.1071,43.104,48.0727,52.4422,46.287,38.9883,47.1473,48.0985
53.4,31.1609,43.2119,48.1196,52.5125,46.3623,39.0126,47.2334,48.1815
53.5,31.1769,43.255,48.2071,52.7058,46.4248,39.1034,47.3285,48.2357
53.6,31.1929,43.3169,48.2703,52.8115,46.5407,39.3281,47.5696,48.3024
53.7,31.207,43.3383,48.3023,52.9468,46.6505,39.4364,47.6887,48.3471
53.8,31.2445,43.371,48.5036,53.006,46.6926,39.7815,47.8338,48.6079
53.9,31.2915,43.547,48.6298,53.1564,46.7953,40.4209,47.8734,48.6897
54.0,31.3381,43.606,48.7082,53.2663,46.8271,41.5696,47.8955,48.7733
54.1,31.4167,43.8801,48.7942,53.3071,46.9636,42.0581,48.3306,48.8401
54.2,31.4526,43.9205,48.9179,53.3969,47.0414,42.2804,48.4129,48.8936
54.3,31.5708,43.9866,48.9697,53.5078,47.0855,42.3082,48.455,49.1108
54.4,31.6316,44.0119,49.0435,53.6113,47.1379,42.7784,48.5276,49.2894
54.5,31.6881,44.0795,49.1878,53.6796,47.2153,42.8065,48.5956,49.4475
54.6,31.7098,44.1085,49.2569,53.7505,47.343,43.2658,49.2606,49.5159
54.7,31.7233,44.1723,49.2962,53.8951,47.3942,43.3103,49.6241,49.5582
54.8,31.741,44.2168,49.5068,53.9813,47.4708,43.5592,49.6847,49.6564
54.9,31.758,44.2546,49.5715,54.0978,47.5239,43.7994,50.0037,49.7078
55.0,31.8127,44.2969,49.6083,54.2212,47.5879,44.314,50.0834,49.7636
55.1,31.8279,44.3258,49.6633,54.3083,47.6315,44.3342,50.1247,49.8256
55.2,31.8426,44.3851,49.7149,54.4172,47.7291,44.3672,50.1964,49.8679
55.3,31.9162,44.4951,49.729,54.5363,47.8405,44.4477,50.248,49.9498
55.4,31.9903,44.5563,49.782,54.6299,47.9525,44.8002,50.3128,49.9789
55.5,32.0762,44.5865,49.8678,54.6849,48.2297,44.8359,50.3714,50.0913
55.6,32.1276,44.6648,49.9591,54.7989,48.3982,44.8842,50.4075,50.1659
55.7,32.1404,44.714,50.2108,54.8595,48.5768,45.4198,50.4641,50.2294
55.8,32.2397,44.7496,50.2881,54.97,48.6293,45.8649,50.5526,50.287
55.9,32.326,44.9758,50.3254,55.0786,48.7443,46.1189,50.6314,50.3328
56.0,32.3647,45.0335,50.3744,55.1808,48.8079,46.8817,50.7225,50.5388
56.1,32.4766,45.0972,50.4322,55.2736,48.8348,47.153,50.8107,50.6104
56.2,32.4939,45.1403,50.5221,55.385,48.8977,47.2309,50.8522,50.7992
56.3,32.5072,45.186,50.5785,55.471,48.9716,47.4912,50.9729,50.8494
56.4,32.5225,45.2317,50.7197,55.5739,49.0535,47.5252,51.0816,51.0665
56.5,32.5748,45.3263,50.8208,55.6784,49.1035,48.2954,51.2261,51.1296
56.6,32.623,45.3665,50.8555,55.7457,49.176,48.3327,51.352,51.205
56.7,32.6405,45.4923,50.9243,55.8005,49.2206,48.6361,51.4331,51.3055
56.8,32.7347,45.5761,50.9684,55.8811,49.3121,48.6957,51.56,51.368
56.9,32.7735,45.7931,51.0319,55.9833,49.3717,49.0401,51.6298,51.4357
57.0,32.7912,45.8333,51.099,56.08,49.4015,49.388,51.6695,51.5898
57.1,32.8577,45.872,51.148,56.2035,49.4751,49.6897,51.723,51.6685
57.2,32.8698,45.9064,51.2046,56.2982,49.5172,50.0379,51.8402,51.7705
57.3,32.8887,46.1121,51.2917,56.3642,49.6279,50.1187,51.9354,51.8052
57.4,32.9298,46.1765,51.35,56.4953,49.6865,50.224,52.1524,51.8983
57.5,32.9481,46.2073,51.4262,56.6117,49.7984,50.2677,52.1943,51.9829
57.6,32.964,46.2546,51.4611,56.7542,50.0731,50.5611,52.2527,52.0608
57.7,33.0891,46.3134,51.5357,56.8916,50.2756,50.6227,52.3805,52.102
57.8,33.1124,46.3403,51.6933,56.9549,50.3327,50.6741,52.4606,52.1905
57.9,33.1792,46.5547,51.7475,57.1348,50.3859,50.7488,52.5248,52.4022
58.0,33.328,46.6639,51.8165,57.2251,50.4178,51.0568,52.6444,52.4634
58.1,33.3424,46.7132,51.8593,57.3051,50.4937,51.3976,52.7718,52.5247
58.2,33.3602,46.845,51.9393,57.3993,50.5382,51.499,52.8449,52.6944
58.3,33.4191,46.9886,51.9747,57.4955,50.5925,51.6276,52.8886,52.7267
58.4,33.4328,47.0325,52.047,57.6045,50.6294,51.7095,52.9309,52.9728
58.5,33.4828,47.2,52.2363,57.6941,50.6921,51.7777,52.99,53.0446
58.6,33.5022,47.2406,52.2908,57.816,50.7873,52.0617,53.0153,53.1385
58.7,33.5152,47.296,52.3256,57.9098,50.8408,52.1768,53.3184,53.1762
58.8,33.5333,47.3479,52.386,57.9792,50.869,52.2418,53.443,53.222
58.9,33.5488,47.3997,52.4333,58.0594,50.9533,52.3147,53.5268,53.3338
59.0,33.6497,47.5111,52.5566,58.14,50.9799,52.3772,53.5975,53.4094
59.1,33.6679,47.5648,52.7426,58.2625,51.0244,52.9926,53.753,53.4975
59.2,33.6837,47.6663,52.8042,58.3851,51.2524,53.0774,54.0339,53.6934
59.3,33.7002,47.8902,52.8442,58.4532,51.3122,53.3414,54.365,53.7423
59.4,33.754,48.0348,52.8629,58.5189,51.383,53.4106,54.4773,53.7912
59.5,33.7732,48.228,53.0065,58.6175,51.4364,53.4504,54.6265,53.9118
59.6,33.8343,48.3029,53.0735,58.7533,51.506,53.5582,54.7905,53.9988
59.7,33.85,48.3226,53.1972,58.866,51.5307,53.603,54.9839,54.2948
59.8,33.8736,48.5968,53.2613,58.9877,51.5993,53.6909,55.0384,54.3698
59.9,33.9715,48.916,53.3497,59.0533,51.686,53.7565,55.1159,54.4148
60.0,34.0588,48.9715,53.4101,59.117,51.7211,53.7873,55.1543,54.4492
60.1,34.0722,49.0012,53.4391,59.2057,51.8708,53.8241,55.263,54.5094
60.2,34.1611,49.0427,53.494,59.335,51.9368,53.9468,55.3566,54.5572
60.3,34.2162,49.1423,53.6496,59.446,52.0235,54.0559,55.6171,54.5992
60.4,34.2336,49.215,53.7692,59.5183,52.0796,54.1398,55.7014,54.6442
60.5,34.2535,49.2523,53.8751,59.6445,52.1619,54.2374,55.7947,54.7206
60.6,34.2664,49.31,54.0698,59.7183,52.3756,54.4641,55.9357,54.8101
60.7,34.2807,49.3504,54.1159,59.8068,52.4313,54.5288,56.0088,54.8783
60.8,34.3812,49.9019,54.1756,59.898,52.4969,54.6392,56.0661,54.9677
60.9,34.4367,49.9721,54.2317,60.0181,52.5647,54.6775,56.1085,55.0311
