Simulation Time,Red_plr,Pie_plr,CoDel_plr,FqCoDel_plr,Cobalt_plr,dAQM9_plr,dAQM10_plr,dAQM11_plr
15.1,0.240413,1.07059,1.05922,0.34653,1.12784,0.300347,0.625196,0.891616
15.2,0.24269,1.07144,1.06214,0.348674,1.12633,0.302041,0.625433,0.892896
15.3,0.244567,1.07228,1.06397,0.348082,1.12607,0.304145,0.626336,0.89397
15.4,0.247048,1.07206,1.06435,0.347796,1.12366,0.306178,0.626361,0.895828
15.5,0.248675,1.07212,1.06619,0.347818,1.12264,0.30713,0.626883,0.897808
15.6,0.250483,1.07236,1.06666,0.347795,1.12249,0.308867,0.627242,0.898649
15.7,0.252194,1.07245,1.06824,0.347451,1.12151,0.310409,0.626541,0.899955
15.8,0.254014,1.07222,1.0694,0.346885,1.11999,0.311921,0.626489,0.901398
15.9,0.256067,1.07257,1.07189,0.346423,1.12018,0.313539,0.626642,0.901567
16.0,0.312823,1.07322,1.07196,0.384991,1.11911,0.351324,0.646877,0.906182
16.1,0.314358,1.07371,1.07279,0.384429,1.11843,0.352366,0.646779,0.907136
16.2,0.316032,1.07445,1.07302,0.384016,1.11748,0.353458,0.646999,0.90857
16.3,0.31771,1.0752,1.07409,0.383665,1.11658,0.35494,0.647307,0.909846
16.4,0.319407,1.07489,1.07475,0.383389,1.12289,0.356164,0.647476,0.909603
16.5,0.321314,1.07497,1.0745,0.382125,1.12198,0.356944,0.648338,0.909942
16.6,0.323037,1.07481,1.07363,0.381272,1.12072,0.358368,0.648868,0.911032
16.7,0.325055,1.07536,1.07142,0.380491,1.11902,0.359271,0.649112,0.91238
16.8,0.32739,1.07536,1.07164,0.380297,1.11838,0.360547,0.650143,0.913131
16.9,0.329714,1.07522,1.07297,0.379555,1.11739,0.361117,0.650281,0.913674
17.0,0.388046,1.07448,1.07367,0.412851,1.11599,0.406749,0.677941,0.920164
17.1,0.390269,1.07372,1.0726,0.411621,1.11561,0.407563,0.678159,0.920918
17.2,0.392542,1.07325,1.07143,0.409655,1.11408,0.408347,0.679579,0.921896
17.3,0.394487,1.07195,1.07131,0.409274,1.11358,0.409095,0.680215,0.922094
17.4,0.396308,1.07141,1.07073,0.409089,1.11176,0.40971,0.679944,0.922484
17.5,0.39827,1.07058,1.06962,0.408562,1.11162,0.4097,0.680458,0.923629
17.6,0.400398,1.07042,1.06743,0.407822,1.11037,0.41056,0.681074,0.92426
17.7,0.402091,1.07026,1.06616,0.406997,1.10974,0.412118,0.682116,0.926294
17.8,0.403733,1.07006,1.06519,0.406142,1.10941,0.413585,0.682701,0.926971
17.9,0.405638,1.07035,1.06333,0.404867,1.10715,0.415191,0.682466,0.927891
18.0,0.459764,1.07061,1.06242,0.44017,1.10478,0.461226,0.711326,0.935064
18.1,0.464086,1.07291,1.05541,0.439081,1.10381,0.467577,0.714768,0.935923
18.2,0.465807,1.07448,1.05473,0.438466,1.10172,0.468777,0.714916,0.935679
18.3,0.46768,1.07523,1.05233,0.43713,1.10161,0.469396,0.715041,0.935301
18.4,0.469156,1.07605,1.05218,0.436237,1.10047,0.470425,0.715138,0.936121
18.5,0.470973,1.07669,1.05031,0.435122,1.09846,0.471124,0.71488,0.937011
18.6,0.472542,1.07763,1.04862,0.433858,1.09715,0.472177,0.71454,0.938096
18.7,0.474109,1.07882,1.04735,0.432368,1.0975,0.473401,0.714516,0.937438
18.8,0.475563,1.07966,1.04633,0.430992,1.09675,0.473972,0.714816,0.937692
18.9,0.477362,1.08052,1.04603,0.430141,1.09601,0.475195,0.715359,0.938226
19.0,0.521276,1.08142,1.04579,0.461245,1.09474,0.513206,0.736642,0.941494
19.1,0.522659,1.08227,1.0447,0.460262,1.09525,0.51485,0.736848,0.942549
19.2,0.524519,1.08302,1.04516,0.459443,1.09508,0.515507,0.73651,0.942296
19.3,0.525929,1.08364,1.04542,0.458418,1.09409,0.516851,0.736389,0.941778
19.4,0.527375,1.08428,1.04499,0.457465,1.09327,0.518271,0.736165,0.942729
19.5,0.528936,1.08495,1.04468,0.457371,1.09212,0.519763,0.735502,0.942851
19.6,0.531125,1.08549,1.04498,0.456953,1.09105,0.520899,0.735368,0.943469
19.7,0.532662,1.08605,1.04542,0.456841,1.08996,0.522375,0.735665,0.943657
19.8,0.534214,1.08666,1.04535,0.468463,1.08872,0.524522,0.735982,0.944724
19.9,0.53535,1.08646,1.04541,0.468437,1.08776,0.526501,0.736239,0.945492
20.0,0.567803,1.08637,1.04601,0.490222,1.08701,0.560834,0.755153,0.950615
20.1,0.569073,1.08602,1.04254,0.489314,1.08635,0.561393,0.755483,0.950624
20.2,0.57062,1.0861,1.04199,0.498805,1.08585,0.562462,0.755811,0.950599
20.3,0.571955,1.08617,1.0377,0.504437,1.08499,0.56381,0.755544,0.949945
20.4,0.573422,1.08645,1.03499,0.503798,1.08386,0.564853,0.755848,0.950537
20.5,0.57459,1.08652,1.03279,0.509421,1.08306,0.5659,0.756481,0.951037
20.6,0.575586,1.08679,1.03213,0.508454,1.08181,0.566991,0.756457,0.951487
20.7,0.577095,1.08647,1.03123,0.508154,1.08107,0.568354,0.75634,0.951013
20.8,0.578477,1.08572,1.03049,0.520389,1.08036,0.569788,0.756654,0.951102
20.9,0.579433,1.08533,1.02969,0.519955,1.07875,0.57022,0.756657,0.951469
21.0,0.59985,1.08522,1.03317,0.545694,1.07862,0.591508,0.767013,0.955012
21.1,0.602093,1.08576,1.03291,0.551129,1.07783,0.593458,0.766198,0.956449
21.2,0.603089,1.08577,1.03427,0.562971,1.07658,0.596784,0.766765,0.955832
21.3,0.604432,1.08596,1.03653,0.562304,1.07639,0.59835,0.766955,0.956259
21.4,0.605567,1.08619,1.03696,0.561825,1.07585,0.601149,0.766638,0.956737
21.5,0.606559,1.08664,1.0374,0.561775,1.0749,0.602605,0.766576,0.956886
21.6,0.607875,1.08714,1.03639,0.568472,1.07367,0.604223,0.767105,0.95707
21.7,0.608787,1.08763,1.03628,0.574932,1.07365,0.6062,0.767537,0.955162
21.8,0.610156,1.08815,1.0347,0.574902,1.07275,0.608811,0.767569,0.955889
21.9,0.611122,1.08865,1.0337,0.575359,1.07207,0.61051,0.767828,0.956417
22.0,0.630016,1.08944,1.03253,0.589844,1.0728,0.631617,0.779423,0.958438
22.1,0.630951,1.08991,1.03241,0.596492,1.07212,0.633443,0.779425,0.958879
22.2,0.632122,1.0904,1.03119,0.59649,1.071,0.635312,0.779516,0.95901
22.3,0.633009,1.09092,1.02982,0.603179,1.07087,0.637347,0.780028,0.95942
22.4,0.634043,1.09142,1.02833,0.603537,1.06996,0.638492,0.780056,0.960743
22.5,0.635001,1.09191,1.02658,0.610342,1.06932,0.640434,0.780209,0.960184
22.6,0.635918,1.09227,1.02549,0.610502,1.06843,0.641921,0.78093,0.959323
22.7,0.63686,1.09217,1.02408,0.610668,1.06801,0.643465,0.781388,0.960225
22.8,0.63751,1.09219,1.02392,0.61719,1.06749,0.645014,0.781812,0.960579
22.9,0.63836,1.09188,1.02299,0.617173,1.06685,0.6466,0.781987,0.960766
23.0,0.656323,1.09157,1.02275,0.626905,1.06593,0.673051,0.797984,0.963831
23.1,0.657193,1.09154,1.02296,0.63027,1.06518,0.674446,0.797651,0.964444
23.2,0.657944,1.09061,1.02273,0.630062,1.06414,0.675782,0.797783,0.965024
23.3,0.658484,1.08991,1.02173,0.629593,1.06335,0.677628,0.798375,0.965719
23.4,0.659508,1.08992,1.02295,0.629632,1.06324,0.679342,0.798919,0.965891
23.5,0.660082,1.08949,1.02358,0.636362,1.06268,0.680903,0.79963,0.966453
23.6,0.661038,1.08941,1.02401,0.643295,1.06123,0.682541,0.79975,0.966941
23.7,0.661933,1.08967,1.02413,0.643109,1.06097,0.684024,0.800171,0.967163
23.8,0.662828,1.08992,1.024,0.650461,1.05959,0.685733,0.800251,0.967703
23.9,0.663566,1.09041,1.02394,0.660238,1.05848,0.687288,0.800616,0.967047
24.0,0.678287,1.09082,1.02301,0.676009,1.05799,0.706083,0.811731,0.970149
24.1,0.67875,1.09131,1.02544,0.675503,1.05759,0.707562,0.811884,0.970629
24.2,0.679337,1.09178,1.02636,0.684668,1.05666,0.709157,0.811926,0.971238
24.3,0.679957,1.09222,1.0275,0.684442,1.05604,0.710162,0.812604,0.970254
24.4,0.680517,1.09268,1.02725,0.683811,1.05498,0.71188,0.812766,0.97033
24.5,0.681104,1.09309,1.02833,0.683518,1.05455,0.71325,0.812387,0.970559
24.6,0.681624,1.09351,1.02989,0.683095,1.05363,0.714535,0.812462,0.971051
24.7,0.682494,1.09393,1.031,0.689247,1.05364,0.715704,0.812579,0.97171
24.8,0.683398,1.09431,1.03132,0.68883,1.05362,0.716705,0.81243,0.970976
24.9,0.683892,1.09473,1.032,0.701155,1.05258,0.718056,0.812838,0.97021
25.0,0.695543,1.0953,1.03221,0.705503,1.052,0.735603,0.823787,0.972243
25.1,0.696195,1.09567,1.03221,0.712392,1.05123,0.736783,0.823819,0.97298
25.2,0.696861,1.09604,1.03265,0.719098,1.05094,0.737648,0.824117,0.973536
25.3,0.697532,1.09646,1.03233,0.725232,1.05017,0.739031,0.824427,0.97371
25.4,0.69789,1.09682,1.03255,0.726738,1.04941,0.739656,0.824896,0.973636
25.5,0.6988,1.09722,1.03238,0.732179,1.04807,0.741034,0.824586,0.974033
25.6,0.699314,1.09767,1.03209,0.732252,1.047,0.742603,0.824426,0.974155
25.7,0.699916,1.09808,1.03293,0.731845,1.0463,0.743465,0.82506,0.974253
25.8,0.700391,1.09837,1.03332,0.732016,1.04481,0.744646,0.8252,0.974519
25.9,0.700667,1.09833,1.03322,0.733502,1.04399,0.745842,0.825781,0.974653
26.0,0.709696,1.09833,1.0336,0.740696,1.04275,0.760067,0.8358,0.979819
26.1,0.709912,1.09858,1.03355,0.74212,1.04119,0.761012,0.836162,0.980096
26.2,0.71037,1.09866,1.03424,0.750047,1.04048,0.76187,0.836245,0.980087
26.3,0.711055,1.09822,1.03452,0.757656,1.04014,0.762969,0.83646,0.979772
26.4,0.711713,1.09766,1.03508,0.761111,1.03932,0.764187,0.836714,0.980107
26.5,0.712166,1.09736,1.03577,0.760951,1.0388,0.765231,0.836347,0.980359
26.6,0.712767,1.09712,1.03626,0.764293,1.03845,0.766337,0.836352,0.980826
26.7,0.712881,1.09724,1.0377,0.764935,1.03791,0.766841,0.835987,0.981432
26.8,0.713213,1.09742,1.03835,0.763839,1.03785,0.767236,0.835584,0.981655
26.9,0.713914,1.09746,1.03896,0.763644,1.03671,0.768254,0.835658,0.981865
27.0,0.72151,1.09754,1.03933,0.767038,1.03569,0.78193,0.845298,0.989923
27.1,0.722011,1.09766,1.03894,0.766341,1.03493,0.782629,0.845036,0.990184
27.2,0.722448,1.09757,1.03878,0.767038,1.03412,0.78312,0.845006,0.989676
27.3,0.722857,1.09762,1.03916,0.769132,1.03346,0.78374,0.844586,0.988702
27.4,0.723409,1.09787,1.03935,0.770283,1.03227,0.784391,0.844524,0.988667
27.5,0.723837,1.09784,1.03912,0.76968,1.03101,0.785218,0.843348,0.988959
27.6,0.724032,1.09815,1.03812,0.770811,1.03028,0.785561,0.843468,0.989138
27.7,0.724737,1.09849,1.03802,0.780518,1.02912,0.786821,0.844507,0.989169
27.8,0.725318,1.09884,1.03762,0.781174,1.02904,0.78751,0.84484,0.988676
27.9,0.726014,1.09946,1.03712,0.788206,1.0287,0.788173,0.843664,0.988671
28.0,0.732252,1.10039,1.03612,0.79056,1.02794,0.800041,0.852392,0.990797
28.1,0.73288,1.10079,1.03559,0.791427,1.02699,0.800653,0.852433,0.990821
28.2,0.733737,1.10118,1.0348,0.790239,1.02745,0.801625,0.8531,0.990355
28.3,0.734097,1.10149,1.03417,0.792063,1.02728,0.80202,0.852944,0.990762
28.4,0.734365,1.10212,1.03357,0.792061,1.02696,0.802626,0.8527,0.991102
28.5,0.734857,1.10243,1.03318,0.790532,1.02661,0.802699,0.852808,0.991464
28.6,0.735413,1.10278,1.03216,0.789231,1.02572,0.803606,0.852873,0.991654
28.7,0.735856,1.10318,1.03252,0.787924,1.02518,0.80413,0.852908,0.991392
28.8,0.736273,1.10348,1.03153,0.786665,1.02411,0.805048,0.852706,0.991226
28.9,0.736796,1.10384,1.03059,0.785687,1.02288,0.804955,0.852544,0.991534
29.0,0.741664,1.10429,1.02953,0.784859,1.0214,0.819589,0.864917,0.997702
29.1,0.742206,1.10481,1.02876,0.782958,1.02097,0.820235,0.865113,0.996897
29.2,0.742346,1.10552,1.02847,0.783096,1.02003,0.821596,0.865126,0.996206
29.3,0.743,1.10581,1.02772,0.782399,1.0204,0.822009,0.865094,0.996011
29.4,0.743079,1.10585,1.02758,0.780941,1.0199,0.822159,0.864037,0.995926
29.5,0.7435,1.10568,1.02734,0.77998,1.02024,0.823256,0.862229,0.995766
29.6,0.743846,1.10546,1.02694,0.778988,1.01959,0.823636,0.862369,0.996035
29.7,0.744224,1.10513,1.02637,0.777478,1.01946,0.824156,0.861606,0.995753
29.8,0.744351,1.10449,1.02655,0.776096,1.01888,0.824709,0.861824,0.995758
29.9,0.744516,1.10404,1.0259,0.774668,1.0179,0.825177,0.863236,0.99584
30.0,0.749124,1.10343,1.02557,0.773234,1.01753,0.833489,0.870712,0.997645
30.1,0.748549,1.10379,1.02549,0.774496,1.01687,0.839441,0.872403,0.997943
30.2,0.749028,1.10381,1.02498,0.77579,1.01617,0.839646,0.871964,0.99811
30.3,0.74936,1.10355,1.02443,0.77486,1.01525,0.84002,0.872294,0.998164
30.4,0.749821,1.10348,1.02414,0.773622,1.01411,0.840617,0.872332,0.99805
30.5,0.750287,1.10333,1.02325,0.772728,1.01333,0.841362,0.872028,0.997989
30.6,0.750543,1.10317,1.02288,0.771499,1.01265,0.841804,0.871783,0.998027
30.7,0.751087,1.10324,1.02251,0.770217,1.01211,0.842464,0.871882,0.998188
30.8,0.751576,1.10321,1.02237,0.76865,1.01134,0.842915,0.871619,0.998112
30.9,0.751786,1.10326,1.0213,0.767257,1.0113,0.843247,0.871499,0.998188
31.0,0.755675,1.10366,1.01934,0.766106,1.01108,0.85181,0.879586,1.00036
31.1,0.756015,1.10379,1.01942,0.764696,1.01047,0.852422,0.87899,1.00059
31.2,0.756407,1.1043,1.01879,0.763509,1.00994,0.852609,0.878947,1.001
31.3,0.756564,1.10493,1.01842,0.761667,1.0097,0.853209,0.879118,0.999605
31.4,0.75677,1.10571,1.01854,0.760429,1.00875,0.853716,0.878888,0.999538
