Simulation Time,Red_sj,Pie_sj,CoDel_sj,FqCoDel_sj,Cobalt_sj,dAQM9_sj,dAQM10_sj,dAQM11_sj
9.04902,0,0,0,0,0,0,0,0
9.05125,0,0,0,0,0,0,0,0
9.05253,0,0,0,0,0,0,0,0
9.0528,0,0,0,0,0,0,0,0
9.05346,0,0,0,0,0,0,0,0
9.0536,0,0,0,0,0,0,0,0
9.05387,0,0,0,0,0,0,0,0
9.05555,0,0,0,0,0,0,0,0
9.05766,0,0,0,0,0,0,0,0
9.05972,0,0,0,0,0,0,0,0
9.06,0,0,0,0,0,0,0,0
9.06027,0,0,0,0,0,0,0,0
9.06107,0,0,0,0,0,0,0,0
9.06134,0,0,0,0,0,0,0,0
9.06177,0,0,0,0,0,0,0,0
9.06394,0,0,0,0,0,0,0,0
9.06608,0,0,0,0,0,0,0,0
9.06747,0,0,0,0,0,0,0,0
9.06773,0,0,0,0,0,0,0,0
9.06812,0,0,0,0,0,0,0,0
9.06853,0,0,0,0,0,0,0,0
9.0688,0,0,0,0,0,0,0,0
9.07029,0,0,0,0,0,0,0,0
9.07231,0,0,0,0,0,0,0,0
9.07453,0,0,0,0,0,0,0,0
9.07493,0,0,0,0,0,0,0,0
9.0752,0,0,0,0,0,0,0,0
9.076,0,0,0,0,0,0,0,0
9.07627,0,0,0,0,0,0,0,0
9.07678,0,0,0,0,0,0,0,0
9.07879,0,0,0,0,0,0,0,0
9.08084,0,0,0,0,0,0,0,0
9.0824,0,0,0,0,0,0,0,0
9.08267,0,0,0,0,0,0,0,0
9.08295,0,0,0,0,0,0,0,0
9.08347,0,0,0,0,0,0,0,0
9.08374,0,0,0,0,0,0,0,0
9.08497,0,0,0,0,0,0,0,0
9.08702,0,0,0,0,0,0,0,0
9.08909,0,0,0,0,0,0,0,0
9.08987,0,0,0,0,0,0,0,0
9.09013,0,0,0,0,0,0,0,0
9.09093,0,0,0,0,0,0,0,0
9.09113,0,0,0,0,0,0,0,0
9.0912,0,0,0,0,0,0,0,0
9.09315,0,0,0,0,0,0,0,0
9.09521,0,0,0,0,0,0,0,0
9.09733,0,0,0,0,0,0,0,0
9.09747,0,0,0,0,0,0,0,0
9.0976,0,0,0,0,0,0,0,0
9.0984,0,0,0,0,0,0,0,0
9.09867,0,0,0,0,0,0,0,0
9.09952,0,0,0,0,0,0,0,0
9.10172,0,0,0,0,0,0,0,0
9.10419,0,0,0,0,0,0,0,0
9.1048,0,0,0,0,0,0,0,0
9.10507,0,0,0,0,0,0,0,0
9.10587,0,0,0,0,0,0,0,0
9.10614,0,0,0,0,0,0,0,0
9.1062,0,0,0,0,0,0,0,0
9.10821,0,0,0,0,0,0,0,0
9.11029,0,0,0,0,0,0,0,0
9.11227,0,0,0,0,0,0,0,0
9.11242,0,0,0,0,0,0,0,0
9.11253,0,0,0,0,0,0,0,0
9.11333,0,0,0,0,0,0,0,0
9.1136,0,0,0,0,0,0,0,0
9.11452,0,0,0,0,0,0,0,0
9.11653,0,0,0,0,0,0,0,0
9.11859,0,0,0,0,0,0,0,0
9.11973,0,0,0,0,0,0,0,0
9.12,0,0,0,0,0,0,0,0
9.12073,0,0,0,0,0,0,0,0
9.1208,0,0,0,0,0,0,0,0
9.12107,0,0,0,0,0,0,0,0
9.12278,0,0,0,0,0,0,0,0
9.12479,0,0,0,0,0,0,0,0
9.12705,0,0,0,0,0,0,0,0
9.1272,0,0,0,0,0,0,0,0
9.12747,0,0,0,0,0,0,0,0
9.12827,0,0,0,0,0,0,0,0
9.12854,0,0,0,0,0,0,0,0
9.12949,0,0,0,0,0,0,0,0
9.13159,0,0,0,0,0,0,0,0
9.13367,0,0,0,0,0,0,0,0
9.13467,0,0,0,0,0,0,0,0
9.13493,0,0,0,0,0,0,0,0
9.13571,0,0,0,0,0,0,0,0
9.13573,0,0,0,0,0,0,0,0
9.136,0,0,0,0,0,0,0,0
9.13775,0,0,0,0,0,0,0,0
9.14018,0,0,0,0,0,0,0,0
9.14213,0,0,0,0,0,0,0,0
9.1424,0,0,0,0,0,0,0,0
9.14245,0,0,0,0,0,0,0,0
9.1432,0,0,0,0,0,0,0,0
9.14347,0,0,0,0,0,0,0,0
9.14471,0,0,0,0,0,0,0,0
9.14697,0,0,0,0,0,0,0,0
9.14911,0,0,0,0,0,0,0,0
