Simulation Time,Red_sj,Pie_sj,CoDel_sj,FqCoDel_sj,Cobalt_sj,dAQM9_sj,dAQM10_sj,dAQM11_sj
0.000290297,0.0,0.0,0,0,0,0,0,0
0.000387157,0.0,0.0,0,0,0,0,0,0
0.00129055,0.0,0.0,0,0,0,0,0,0
0.00193643,0.0,0.0,0,0,0,0,0,0
0.00205315,0.0,0.0,0,0,0,0,0,0
0.00217987,0.0,0.0,0,0,0,0,0,0
0.00229181,0.0,0.0,0,0,0,0,0,0
0.00326897,0.0,0.0,0,0,0,0,0,0
0.00343896,0.0,0.0,0,0,0,0,0,0
0.00430823,0.0,0.0,0,0,0,0,0,0
0.00440429,0.0,0.0,0,0,0,0,0,0
0.0052629,0.0,0.0,0,0,0,0,0,0
0.00530948,0.0,0.0,0,0,0,0,0,0
0.0053224,0.0,0.0,0,0,0,0,0,0
0.00581483,0.0,0.0,0,0,0,0,0,0
0.00583768,0.0,0.0,0,0,0,0,0,0
0.0059155,0.0,0.0,0,0,0,0,0,0
0.00606587,0.0,0.0,0,0,0,0,0,0
0.00615956,0.0,0.0,0,0,0,0,0,0
0.00618329,0.0,0.0,0,0,0,0,0,0
0.00626844,0.0,0.0,0,0,0,0,0,0
0.00631078,0.0,0.0,0,0,0,0,0,0
0.0067227,0.0,0.0,0,0,0,0,0,0
0.00694632,0.0,0.0,0,0,0,0,0,0
0.00699709,0.0,0.0,0,0,0,0,0,0
0.00714582,0.0,0.0,0,0,0,0,0,0
0.00731103,0.0,0.0,0,0,0,0,0,0
0.00732026,0.0,0.0,0,0,0,0,0,0
0.00749055,0.0,0.0,0,0,0,0,0,0
0.0075062,0.0,0.0,0,0,0,0,0,0
0.00752055,0.0,0.0,0,0,0,0,0,0
0.00774023,0.0,0.0,0,0,0,0,0,0
0.00785395,0.0,0.0,0,0,0,0,0,0
0.00802452,0.0,0.0,0,0,0,0,0,0
0.00807862,0.0,0.0,0,0,0,0,0,0
0.00823368,0.0,0.0,0,0,0,0,0,0
0.00827579,0.0,0.0,0,0,0,0,0,0
0.00831229,0.0,0.0,0,0,0,0,0,0
0.00863642,0.0,0.0,0,0,0,0,0,0
0.00864386,0.0,0.0,0,0,0,0,0,0
0.00868028,0.0,0.0,0,0,0,0,0,0
0.00879656,0.0,0.0,0,0,0,0,0,0
0.00883615,0.0,0.0,0,0,0,0,0,0
0.00896616,0.0,0.0,0,0,0,0,0,0
0.00928086,0.0,0.0,0,0,0,0,0,0
0.0092931,0.0,0.0,0,0,0,0,0,0
0.00934254,0.0,0.0,0,0,0,0,0,0
0.0094906,0.0,0.0,0,0,0,0,0,0
0.00964471,0.0,0.0,0,0,0,0,0,0
0.00970948,0.0,0.0,0,0,0,0,0,0
0.00983326,0.0,0.0,0,0,0,0,0,0
0.0101998,0.0,0.0,0,0,0,0,0,0
0.0102178,0.0,0.0,0,0,0,0,0,0
0.0102389,0.0,0.0,0,0,0,0,0,0
0.0103158,0.0,0.0,0,0,0,0,0,0
0.0103164,0.0,0.0,0,0,0,0,0,0
0.0103326,0.0,0.0,0,0,0,0,0,0
0.01037,0.0,0.0,0,0,0,0,0,0
0.0105421,0.0,0.0,0,0,0,0,0,0
0.0106512,0.0,0.0,0,0,0,0,0,0
0.0107648,0.0,0.0,0,0,0,0,0,0
0.0108321,0.0,0.0,0,0,0,0,0,0
0.0109207,0.0,0.0,0,0,0,0,0,0
0.0110166,0.0,0.0,0,0,0,0,0,0
0.0111843,0.0,0.0,0,0,0,0,0,0
0.0113171,0.0,0.0,0,0,0,0,0,0
0.0115735,0.0,0.0,0,0,0,0,0,0
0.0118457,0.0,0.0,0,0,0,0,0,0
0.0119718,0.0,0.0,0,0,0,0,0,0
0.0119773,0.0,0.0,0,0,0,0,0,0
0.0121186,0.0,0.0,0,0,0,0,0,0
0.0123183,0.0,0.0,0,0,0,0,0,0
0.0127566,0.0,0.0,0,0,0,0,0,0
0.0133049,0.0,0.0,0,0,0,0,0,0
0.0137524,0.0,0.0,0,0,0,0,0,0
0.0138816,0.0,0.0,0,0,0,0,0,0
0.0140446,0.0,0.0,0,0,0,0,0,0
0.0140808,0.0,0.0,0,0,0,0,0,0
0.0142147,0.0,0.0,0,0,0,0,0,0
0.0142974,0.0,0.0,0,0,0,0,0,0
0.0143211,0.0,0.0,0,0,0,0,0,0
0.0153224,0.0,0.0,0,0,0,0,0,0
0.0154982,0.0,0.0,0,0,0,0,0,0
0.0155757,0.0,0.0,0,0,0,0,0,0
0.0159909,0.0,0.0,0,0,0,0,0,0
0.0173259,0.0,0.0,0,0,0,0,0,0
0.0179629,0.0,0.0,0,0,0,0,0,0
0.0182767,0.0,0.0,0,0,0,0,0,0
0.0182964,0.0,0.0,0,0,0,0,0,0
0.0183192,0.0,0.0,0,0,0,0,0,0
0.0183272,0.0,0.0,0,0,0,0,0,0
0.0184881,0.0,0.0,0,0,0,0,0,0
0.0184938,0.0,0.0,0,0,0,0,0,0
0.0188157,0.0,0.0,0,0,0,0,0,0
0.0188521,0.0,0.0,0,0,0,0,0,0
0.0189917,0.0,0.0,0,0,0,0,0,0
0.0193193,0.0,0.0,0,0,0,0,0,0
0.0193285,0.0,0.0,0,0,0,0,0,0
0.0197477,0.0,0.0,0,0,0,0,0,0
0.0197957,0.0,0.0,0,0,0,0,0,0
0.0201705,0.0,0.0,0,0,0,0,0,0
0.0202718,0.0,0.0,0,0,0,0,0,0
0.0203287,0.0,0.0,0,0,0,0,0,0
0.0203852,0.0,0.0,0,0,0,0,0,0
0.0205921,0.0,0.0,0,0,0,0,0,0
0.020836,0.0,0.0,0,0,0,0,0,0
0.0212475,0.0,0.0,0,0,0,0,0,0
0.02133,0.0,0.0,0,0,0,0,0,0
0.0223196,0.0,0.0,0,0,0,0,0,0
0.0228928,0.0,0.0,0,0,0,0,0,0
0.0233012,0.0,0.0,0,0,0,0,0,0
0.0233237,0.0,0.0,0,0,0,0,0,0
0.0233358,0.0,0.0,0,0,0,0,0,0
0.0243081,0.0,0.0,0,0,0,0,0,0
0.024337,0.0,0.0,0,0,0,0,0,0
0.0251927,0.0,0.0,0,0,0,0,0,0
0.0252196,0.0,0.0,0,0,0,0,0,0
0.0253375,0.0,0.0,0,0,0,0,0,0
0.0263624,0.0,0.0,0,0,0,0,0,0
0.0265072,0.0,0.0,0,0,0,0,0,0
0.026697,0.0,0.0,0,0,0,0,0,0
0.0273685,0.0,0.0,0,0,0,0,0,0
0.028375,0.0,0.0,0,0,0,0,0,0
0.0293762,0.0,0.0,0,0,0,0,0,0
0.030377,0.0,0.0,0,0,0,0,0,0
0.0313782,0.0,0.0,0,0,0,0,0,0
0.0323785,0.0,0.0,0,0,0,0,0,0
0.0333797,0.0,0.0,0,0,0,0,0,0
0.0353829,0.0,0.0,0,0,0,0,0,0
0.0363841,0.0,0.0,0,0,0,0,0,0
0.0380102,0.0,0.0,0,0,0,0,0,0
0.0381768,0.0,0.0,0,0,0,0,0,0
0.0383895,0.0,0.0,0,0,0,0,0,0
0.0387862,0.0,0.0,0,0,0,0,0,0
0.0393988,0.0,0.0,0,0,0,0,0,0
0.040381,0.0,0.0,0,0,0,0,0,0
0.0404001,0.0,0.0,0,0,0,0,0,0
0.0434166,0.0,0.0,0,0,0,0,0,0
0.0443854,0.0,0.0,0,0,0,0,0,0
0.0444014,0.0,0.0,0,0,0,0,0,0
0.044419,0.0,0.0,0,0,0,0,0,0
0.0454033,0.0,0.0,0,0,0,0,0,0
0.0454201,0.0,0.0,0,0,0,0,0,0
0.0464226,0.0,0.0,0,0,0,0,0,0
0.0474238,0.0,0.0,0,0,0,0,0,0
0.0484448,0.0,0.0,0,0,0,0,0,0
0.0494557,0.0,0.0,0,0,0,0,0,0
0.0504571,0.0,0.0,0,0,0,0,0,0
0.0514577,0.0,0.0,0,0,0,0,0,0
0.052464,0.0,0.0,0,0,0,0,0,0
0.053466,0.0,0.0,0,0,0,0,0,0
0.0544674,0.0,0.0,0,0,0,0,0,0
0.0554679,0.0,0.0,0,0,0,0,0,0
0.0564701,0.0,0.0,0,0,0,0,0,0
0.0574874,0.0,0.0,0,0,0,0,0,0
0.0584891,0.0,0.0,0,0,0,0,0,0
0.0594918,0.0,0.0,0,0,0,0,0,0
0.0605001,0.0,0.0,0,0,0,0,0,0
0.0615029,0.0,0.0,0,0,0,0,0,0
0.0625035,0.0,0.0,0,0,0,0,0,0
0.0635208,0.0,0.0,0,0,0,0,0,0
0.0645219,0.0,0.0,0,0,0,0,0,0
0.0655295,0.0,0.0,0,0,0,0,0,0
0.0665365,0.0,0.0,0,0,0,0,0,0
0.0675447,0.0,0.0,0,0,0,0,0,0
0.0685625,0.0,0.0,0,0,0,0,0,0
0.0695753,0.0,0.0,0,0,0,0,0,0
0.0705765,0.0,0.0,0,0,0,0,0,0
0.0715794,0.0,0.0,0,0,0,0,0,0
0.0725888,0.0,0.0,0,0,0,0,0,0
0.0736057,0.0,0.0,0,0,0,0,0,0
0.0746098,0.0,0.0,0,0,0,0,0,0
0.0756159,0.0,0.0,0,0,0,0,0,0
0.0766167,0.0,0.0,0,0,0,0,0,0
0.0776199,0.0,0.0,0,0,0,0,0,0
0.078635,0.0,0.0,0,0,0,0,0,0
0.0796519,0.0,0.0,0,0,0,0,0,0
0.0806871,0.0,0.0,0,0,0,0,0,0
0.0816977,0.0,0.0,0,0,0,0,0,0
0.0827003,0.0,0.0,0,0,0,0,0,0
0.0837166,0.0,0.0,0,0,0,0,0,0
0.0847171,0.0,0.0,0,0,0,0,0,0
0.0857269,0.0,0.0,0,0,0,0,0,0
0.0867301,0.0,0.0,0,0,0,0,0,0
0.0887419,0.0,0.0,0,0,0,0,0,0
0.0897669,0.0,0.0,0,0,0,0,0,0
0.0907672,0.0,0.0,0,0,0,0,0,0
0.0917784,0.0,0.0,0,0,0,0,0,0
0.0928049,0.0,0.0,0,0,0,0,0,0
0.093813,0.0,0.0,0,0,0,0,0,0
0.0948144,0.0,0.0,0,0,0,0,0,0
0.0957315,0.0,0.0,0,0,0,0,0,0
0.0958185,0.0,0.0,0,0,0,0,0,0
0.0968264,0.0,0.0,0,0,0,0,0,0
0.0978453,0.0,0.0,0,0,0,0,0,0
0.0988604,0.0,0.0,0,0,0,0,0,0
0.0998648,0.0,0.0,0,0,0,0,0,0
0.100868,0.0,0.0,0,0,0,0,0,0
0.101901,0.0,0.0,0,0,0,0,0,0
0.102907,0.0,0.0,0,0,0,0,0,0
0.103944,0.0,0.0,0,0,0,0,0,0
0.104945,0.0,0.0,0,0,0,0,0,0
0.105965,0.0,0.0,0,0,0,0,0,0
0.106984,0.0,0.0,0,0,0,0,0,0
0.107995,0.0,0.0,0,0,0,0,0,0
0.108997,0.0,0.0,0,0,0,0,0,0
0.109999,0.0,0.0,0,0,0,0,0,0
0.111008,0.0,0.0,0,0,0,0,0,0
0.112009,0.0,0.0,0,0,0,0,0,0
0.113019,0.0,0.0,0,0,0,0,0,0
0.114038,0.0,0.0,0,0,0,0,0,0
0.115039,0.0,0.0,0,0,0,0,0,0
0.116059,0.0,0.0,0,0,0,0,0,0
0.117097,0.0,0.0,0,0,0,0,0,0
0.119118,0.0,0.0,0,0,0,0,0,0
0.120124,0.0,0.0,0,0,0,0,0,0
0.121136,0.0,0.0,0,0,0,0,0,0
0.122137,0.0,0.0,0,0,0,0,0,0
0.123202,0.0,0.0,0,0,0,0,0,0
0.124098,0.0,0.0,0,0,0,0,0,0
0.124216,0.0,0.0,0,0,0,0,0,0
0.125217,0.0,0.0,0,0,0,0,0,0
0.126228,0.0,0.0,0,0,0,0,0,0
0.127252,0.0,0.0,0,0,0,0,0,0
0.128254,0.0,0.0,0,0,0,0,0,0
0.129288,0.0,0.0,0,0,0,0,0,0
0.130301,0.0,0.0,0,0,0,0,0,0
0.132303,0.0,0.0,0,0,0,0,0,0
0.133319,0.0,0.0,0,0,0,0,0,0
0.135351,0.0,0.0,0,0,0,0,0,0
0.136372,0.0,0.0,0,0,0,0,0,0
0.13738,0.0,0.0,0,0,0,0,0,0
0.139423,0.0,0.0,0,0,0,0,0,0
0.140303,0.0,0.0,0,0,0,0,0,0
0.141349,0.0,0.0,0,0,0,0,0,0
0.141469,0.0,0.0,0,0,0,0,0,0
0.142424,0.0,0.0,0,0,0,0,0,0
0.143381,0.0,0.0,0,0,0,0,0,0
0.143553,0.0,0.0,0,0,0,0,0,0
0.144573,0.0,0.0,0,0,0,0,0,0
0.145471,0.0,0.0,0,0,0,0,0,0
0.145574,0.0,0.0,0,0,0,0,0,0
0.146667,0.0,0.0,0,0,0,0,0,0
0.148668,0.0,0.0,0,0,0,0,0,0
0.14974,0.0,0.0,0,0,0,0,0,0
0.152767,0.0,0.0,0,0,0,0,0,0
0.153823,0.0,0.0,0,0,0,0,0,0
0.154824,0.0,0.0,0,0,0,0,0,0
0.155738,0.0,0.0,0,0,0,0,0,0
0.15588,0.0,0.0,0,0,0,0,0,0
0.156887,0.0,0.0,0,0,0,0,0,0
0.158742,0.0,0.0,0,0,0,0,0,0
0.158933,0.0,0.0,0,0,0,0,0,0
0.160003,0.0,0.0,0,0,0,0,0,0
0.161145,0.0,0.0,0,0,0,0,0,0
0.162184,0.0,0.0,0,0,0,0,0,0
0.163193,0.0,0.0,0,0,0,0,0,0
0.164203,0.0,0.0,0,0,0,0,0,0
0.165233,0.0,0.0,0,0,0,0,0,0
0.166313,0.0,0.0,0,0,0,0,0,0
0.166889,0.0,0.0,0,0,0,0,0,0
0.167314,0.0,0.0,0,0,0,0,0,0
0.168376,0.0,0.0,0,0,0,0,0,0
0.170402,0.0,0.0,0,0,0,0,0,0
0.173531,0.0,0.0,0,0,0,0,0,0
0.174377,0.0,0.0,0,0,0,0,0,0
0.174532,0.0,0.0,0,0,0,0,0,0
0.176611,0.0,0.0,0,0,0,0,0,0
