Simulation Time,Red_delay,Pie_delay,CoDel_delay,FqCoDel_delay,Cobalt_delay,dAQM9_delay,dAQM10_delay,dAQM11_delay
8.4,1499.67,1500.86,1514.13,1543.89,1545.61,1585.22,1367.45,1367.45
8.5,1535.59,1535.44,1551.9,1578.6,1577.52,1618.88,1394.28,1394.28
8.6,1563.32,1571.01,1584.16,1611.02,1608.78,1655.07,1418.75,1418.75
8.7,1592.52,1606.69,1619.32,1647.61,1643.4,1689.98,1446.31,1446.31
8.8,1634.57,1633.0,1653.56,1669.2,1671.39,1737.64,1475.63,1475.63
8.9,1672.43,1663.3,1690.43,1700.9,1705.46,1775.76,1504.86,1504.86
9.0,1704.81,1687.4,1721.7,1726.55,1743.19,1813.73,1534.86,1534.86
9.1,1748.59,1708.14,1757.63,1759.76,1773.41,1844.46,1555.81,1555.81
9.2,1777.91,1732.55,1791.36,1784.19,1811.78,1880.39,1598.82,1598.82
9.3,1814.58,1766.25,1826.99,1812.89,1855.06,1919.59,1630.64,1630.64
9.4,1840.77,1794.45,1864.95,1878.88,1888.23,1957.05,1658.8,1658.8
9.5,1884.22,1828.0,1895.27,1906.58,1920.1,1996.75,1682.53,1682.53
9.6,1911.03,1863.94,1938.75,1935.97,1968.25,2038.96,1720.52,1720.52
9.7,1955.44,1899.45,1967.35,1979.77,2010.78,2083.49,1759.54,1759.54
9.8,1983.9,1933.01,1997.66,2007.96,2052.11,2116.5,1794.8,1794.8
9.9,2018.14,1965.3,2035.83,2044.58,2089.6,2144.02,1823.43,1823.43
10.0,2051.31,2009.71,2069.17,2072.2,2117.16,2175.37,1850.34,1850.34
10.1,2085.39,2049.77,2107.08,2104.29,2157.16,2217.44,1887.07,1887.07
10.2,2120.52,2083.3,2141.16,2138.12,2193.76,2263.31,1923.68,1923.68
10.3,2162.9,2119.56,2171.38,2177.75,2218.91,2307.31,1957.55,1957.55
10.4,2192.72,2147.29,2201.55,2204.26,2253.54,2342.6,1994.32,1994.32
10.5,2237.59,2173.64,2234.93,2233.82,2289.55,2393.41,2026.47,2026.47
10.6,2266.06,2201.53,2257.88,2274.74,2335.64,2429.95,2051.35,2051.44
10.7,2307.09,2243.5,2284.42,2311.04,2397.6,2456.99,2082.94,2083.02
10.8,2339.9,2278.14,2316.47,2349.2,2434.01,2497.41,2123.53,2123.78
10.9,2369.15,2318.72,2343.15,2384.11,2472.75,2538.84,2150.91,2151.16
