Simulation Time,Red_plr,Pie_plr,CoDel_plr,FqCoDel_plr,Cobalt_plr,dAQM9_plr,dAQM10_plr,dAQM11_plr
8.9,0.0,0.834466,0.82609,0.274925,1.08833,0.0420089,0.398259,0.790126
9.0,0.0,0.838203,0.828588,0.275207,1.08911,0.0423833,0.401527,0.793833
9.1,0.0,0.858386,0.846741,0.275076,1.09769,0.0430376,0.404531,0.797485
9.2,0.0,0.866965,0.866561,0.275148,1.12659,0.0431092,0.407664,0.800902
9.3,0.0,0.870454,0.879002,0.275319,1.15148,0.0434286,0.410247,0.804769
9.4,0.000135135,0.874159,0.898956,0.275434,1.15701,0.0437364,0.410145,0.806738
9.5,0.000133333,0.877396,0.911214,0.276413,1.15118,0.0443439,0.413429,0.807722
9.6,0.000131579,0.880538,0.926973,0.277022,1.1539,0.0448805,0.414429,0.810194
9.7,0.000270715,0.88367,0.932451,0.279044,1.16077,0.0449502,0.415835,0.813013
9.8,0.000383822,0.886733,0.950242,0.279389,1.16165,0.0450192,0.417764,0.816131
9.9,0.000378815,0.889449,0.960139,0.279405,1.16244,0.0453499,0.418289,0.818277
10.0,0.00047804,0.892146,0.988116,0.280791,1.16035,0.0458661,0.421609,0.820497
10.1,0.000660684,0.894841,1.0009,0.281757,1.16395,0.0464724,0.422591,0.821568
10.2,0.000646096,0.897491,1.01327,0.281554,1.15645,0.0468056,0.423892,0.823298
10.3,0.000637896,0.900009,1.03469,0.281923,1.16253,0.0472839,0.424743,0.82488
10.4,0.000860334,0.902558,1.04943,0.282096,1.16919,0.0477926,0.425985,0.827307
10.5,0.000953478,0.904781,1.04727,0.281999,1.16822,0.0479521,0.427433,0.829411
10.6,0.00120636,0.907075,1.067,0.281644,1.17255,0.0479155,0.42883,0.829639
10.7,0.00137986,0.909305,1.07985,0.282007,1.17221,0.0481567,0.429051,0.830417
10.8,0.00155659,0.91145,1.0847,0.281962,1.17507,0.0487392,0.430555,0.831581
10.9,0.00183266,0.913535,1.09415,0.282573,1.17068,0.0491703,0.431194,0.833506
