Simulation Time,Red_fct,Pie_fct,CoDel_fct,FqCoDel_fct,Cobalt_fct,dAQM9_fct,dAQM10_fct,dAQM11_fct
5.8,2.76033,2.76333,2.76299,2.76314,2.76171,2.7609,2.76077,2.76145
5.9,2.79453,2.79692,2.79651,2.79733,2.79589,2.79505,2.79446,2.79513
6.0,2.82687,2.82984,2.82948,2.82972,2.8283,2.82742,2.82743,2.82811
6.1,2.6675,2.67057,2.67068,2.67075,2.67004,2.66936,2.66939,2.6696
6.2,2.69631,2.69935,2.6995,2.69951,2.69876,2.69825,2.69822,2.69834
6.3,2.72453,2.72767,2.72773,2.72776,2.727,2.72644,2.72652,2.72662
6.4,2.75334,2.75647,2.75652,2.7566,2.75583,2.75527,2.75534,2.75537
6.5,2.78155,2.78468,2.78486,2.78485,2.78408,2.78353,2.78354,2.78367
6.6,3.2505,3.25238,3.2516,3.25248,3.25153,3.25105,3.25172,3.25182
6.7,3.29366,3.29528,3.29477,3.2955,3.29459,3.29423,3.29491,3.29501
6.8,3.33632,3.33821,3.33755,3.33837,3.33742,3.3369,3.33764,3.3377
6.9,3.37921,3.38137,3.38034,3.38155,3.3803,3.38014,3.38045,3.38095
7.0,3.42222,3.42396,3.42334,3.42425,3.42331,3.42279,3.4235,3.42358
7.1,3.22183,3.22289,3.22199,3.22371,3.22294,3.22199,3.2224,3.2242
7.2,3.25917,3.26042,3.25953,3.26146,3.26073,3.25967,3.25965,3.26199
7.3,3.29698,3.29799,3.29692,3.29879,3.29809,3.29712,3.29747,3.29935
7.4,3.33434,3.33528,3.33412,3.33593,3.33524,3.33449,3.33475,3.33655
7.5,3.37217,3.37304,3.37208,3.37386,3.37327,3.3722,3.37259,3.37456
7.6,3.78258,3.783,3.78176,3.78324,3.78209,3.78068,3.78093,3.78283
7.7,3.82018,3.82088,3.81945,3.8209,3.81969,3.81851,3.81852,3.8205
7.8,3.8577,3.85818,3.8569,3.85835,3.8571,3.8558,3.85606,3.85802
7.9,3.89491,3.89599,3.89472,3.8957,3.89488,3.89364,3.89357,3.8955
8.0,3.93283,3.93339,3.93199,3.93347,3.93229,3.93096,3.93119,3.93318
8.1,3.69717,3.69907,3.69774,3.69885,3.69823,3.69695,3.69724,3.69845
8.2,3.73076,3.73253,3.73093,3.73237,3.73172,3.73047,3.73078,3.73213
8.3,3.76392,3.76582,3.76446,3.76568,3.76503,3.76364,3.76401,3.76535
8.4,3.79719,3.79895,3.79762,3.79877,3.79824,3.7969,3.79718,3.79845
8.5,3.83067,3.83265,3.83125,3.83242,3.83183,3.83043,3.83076,3.83206
8.6,4.19391,4.19676,4.19578,4.19627,4.19464,4.19389,4.19469,4.19433
8.7,4.22735,4.2303,4.22928,4.22966,4.22811,4.22741,4.22834,4.22782
8.8,4.2607,4.26346,4.26255,4.26298,4.26133,4.26067,4.26151,4.26115
8.9,4.29404,4.2967,4.29621,4.29604,4.29462,4.29431,4.29488,4.29432
