Simulation Time,Red_fct,Pie_fct,CoDel_fct,FqCoDel_fct,Cobalt_fct,dAQM9_fct,dAQM10_fct,dAQM11_fct
7.2,5.59332,5.76246,5.83383,5.95596,5.9193,5.9823,5.84132,5.84132
7.3,5.63537,5.86926,5.95427,6.02523,6.01717,6.03749,5.93099,5.93099
7.4,5.72456,5.96534,6.03204,6.12139,6.13358,6.18092,5.98647,5.98647
7.5,5.82176,6.07193,6.12396,6.172,6.20928,6.24771,6.05562,6.05562
7.6,5.88699,6.1467,6.20339,6.25648,6.32531,6.30131,6.11511,6.11511
7.7,6.0124,6.23421,6.331,6.34128,6.40591,6.36245,6.24107,6.24107
7.8,6.08178,6.31511,6.40132,6.40515,6.48873,6.44398,6.31511,6.31511
7.9,6.16171,6.41477,6.48244,6.51504,6.53815,6.55032,6.36857,6.36857
8.0,6.21857,6.48553,6.57296,6.57936,6.5869,6.68551,6.41509,6.41509
8.1,6.31314,6.57596,6.62831,6.65086,6.667,6.73782,6.47932,6.47932
8.2,6.40949,6.71193,6.68719,6.70936,6.72927,6.81247,6.55032,6.55032
8.3,6.47854,6.79276,6.76798,6.81925,6.7997,6.88349,6.60986,6.60986
8.4,6.59163,6.87394,6.86689,6.91863,6.95138,7.00927,6.67446,6.67446
8.5,6.68315,6.95609,6.9515,7.02089,7.0429,7.09403,6.76047,6.76047
8.6,6.76688,7.01482,7.0324,7.10984,7.122,7.19677,6.83847,6.83847
8.7,6.84465,7.10904,7.11623,7.1801,7.20452,7.25998,6.93416,6.93416
8.8,7.00452,7.18132,7.22759,7.23651,7.25638,7.37418,7.01999,7.01999
8.9,7.13424,7.25583,7.32311,7.28821,7.32531,7.45497,7.09035,7.09035
9.0,7.20735,7.3243,7.409,7.34396,7.38527,7.52379,7.17263,7.17263
9.1,7.6476,7.54869,7.61991,7.51376,7.55373,7.5864,7.40681,7.40681
9.2,7.76059,7.6159,7.69819,7.65432,7.63548,7.66089,7.56572,7.56572
9.3,7.8859,7.735,7.80195,7.70662,7.73947,7.76197,7.70986,7.70986
9.4,7.95135,7.80365,7.92774,7.9405,7.80541,7.81255,7.77887,7.77887
9.5,8.07567,7.90017,7.99414,8.00477,7.86454,7.88098,7.83113,7.83113
9.6,8.16257,8.00057,8.11604,8.06046,7.97529,7.93851,7.96767,7.96767
9.7,8.29345,8.09758,8.23678,8.1868,8.07677,8.03064,8.10283,8.10283
9.8,8.36402,8.189,8.30639,8.26691,8.17264,8.08952,8.2077,8.2077
9.9,8.42146,8.24365,8.38966,8.32967,8.26997,8.13988,8.27696,8.27696
10.0,8.5162,8.37758,8.46348,8.44166,8.33996,8.20467,8.3443,8.3443
10.1,8.62283,8.49191,8.58688,8.53002,8.39366,8.30114,8.45369,8.45369
10.2,8.71426,8.55527,8.67919,8.62355,8.47461,8.42107,8.55853,8.55853
10.3,8.82204,8.65659,8.77784,8.725,8.5489,8.51858,8.64595,8.64595
10.4,8.91125,8.74427,8.84104,8.78506,8.66194,8.575,8.74103,8.74103
10.5,9.02761,8.79688,8.92764,8.85266,8.7552,8.70773,8.80668,8.80668
10.6,9.07531,8.84517,8.98439,8.96544,8.8689,8.78778,8.8702,8.8702
10.7,9.191,8.96926,9.03704,9.05023,9.03775,8.84776,8.94441,8.94441
10.8,9.27474,9.04933,9.09307,9.11033,9.13208,8.95003,9.02016,9.02016
10.9,9.34061,9.14457,9.16377,9.18785,9.18988,9.03059,9.11601,9.11601
