Simulation Time,Red_plr,Pie_plr,CoDel_plr,FqCoDel_plr,Cobalt_plr,dAQM9_plr,dAQM10_plr,dAQM11_plr
6.7,0.0,0.708021,0.401924,0.195302,0.976078,0.0333413,0.331432,0.688449
6.8,0.0,0.721702,0.410178,0.198766,0.960504,0.0346594,0.331529,0.693263
6.9,0.0,0.732494,0.418899,0.20125,0.940079,0.0348932,0.334171,0.695843
7.0,0.0,0.741567,0.430706,0.202751,0.938715,0.0355444,0.332756,0.698119
7.1,0.0,0.750376,0.441277,0.205642,0.948344,0.0358434,0.338403,0.709768
7.2,0.0,0.760045,0.479517,0.207862,0.944055,0.0378496,0.344876,0.721383
7.3,0.0,0.76731,0.490488,0.211821,0.943262,0.0399588,0.348537,0.72693
7.4,0.0,0.775878,0.497461,0.212728,0.997462,0.0413139,0.352014,0.733465
7.5,0.0,0.78363,0.500877,0.214728,0.990516,0.0417065,0.35513,0.737146
7.6,0.0,0.79156,0.529069,0.215809,0.991051,0.0427464,0.357468,0.743062
7.7,0.0,0.798108,0.544769,0.215882,0.985355,0.042876,0.363935,0.752539
7.8,0.0,0.804249,0.556572,0.215856,0.999709,0.0433585,0.370509,0.759465
7.9,0.0,0.81173,0.562025,0.216129,0.992969,0.043983,0.372601,0.762844
8.0,0.0,0.818522,0.582508,0.217499,0.999199,0.0441957,0.374187,0.767578
8.1,0.0,0.823822,0.599695,0.219019,0.999336,0.0448717,0.376883,0.770014
8.2,0.0,0.832405,0.612635,0.219856,1.00017,0.0452867,0.379086,0.772559
8.3,0.0,0.837455,0.62719,0.221486,1.03246,0.0455592,0.381408,0.775933
8.4,0.0,0.842265,0.627813,0.222577,1.03343,0.046136,0.386249,0.781316
8.5,0.0,0.8472,0.643303,0.222986,1.02671,0.0467765,0.389674,0.787505
8.6,0.0,0.851257,0.656373,0.222625,1.03563,0.0470187,0.391724,0.791079
8.7,0.0,0.855599,0.670733,0.222932,1.05129,0.0482759,0.391405,0.789239
8.8,0.0,0.859653,0.691777,0.22332,1.05068,0.0487847,0.393065,0.792638
8.9,0.0,0.863467,0.693832,0.223512,1.05395,0.0500938,0.396173,0.798679
9.0,0.0,0.866985,0.717504,0.223404,1.04571,0.0503439,0.399371,0.804197
9.1,0.0,0.875452,0.721956,0.223904,1.05914,0.0503558,0.401824,0.813596
9.2,0.0,0.878862,0.746547,0.223865,1.05489,0.0504862,0.403354,0.81762
9.3,0.0,0.882308,0.764982,0.224062,1.05684,0.0557627,0.403487,0.818164
9.4,0.0,0.885593,0.776941,0.223822,1.05826,0.0560036,0.405696,0.823024
9.5,0.0,0.888569,0.784195,0.224448,1.06994,0.056537,0.409362,0.826978
9.6,0.0,0.891345,0.795402,0.224971,1.07464,0.0573941,0.410153,0.827194
9.7,0.0,0.894108,0.827461,0.225381,1.06701,0.0576385,0.410928,0.830628
9.8,0.0,0.896761,0.836453,0.225471,1.07044,0.0588148,0.411726,0.83255
9.9,0.000104167,0.899135,0.865939,0.225595,1.07228,0.0591972,0.413742,0.834971
10.0,0.00023362,0.901585,0.881965,0.22517,1.07556,0.0597337,0.415548,0.83857
10.1,0.000228205,0.904084,0.885443,0.22612,1.07794,0.0599852,0.418639,0.840949
10.2,0.000220961,0.906201,0.898182,0.226336,1.07539,0.0602968,0.419641,0.844084
10.3,0.000335183,0.907514,0.920157,0.226446,1.07902,0.0605794,0.420295,0.844875
10.4,0.00031781,0.905779,0.932155,0.227426,1.07688,0.0611116,0.420141,0.84477
10.5,0.000314459,0.904494,0.955162,0.22778,1.07893,0.061613,0.419356,0.84393
10.6,0.000407832,0.902218,0.960622,0.229614,1.07705,0.0621203,0.422125,0.847009
10.7,0.000506971,0.900597,0.972843,0.230008,1.08212,0.0620879,0.424048,0.85002
10.8,0.000497662,0.899557,0.990397,0.23042,1.08419,0.062972,0.424576,0.852548
10.9,0.000490279,0.898018,0.999398,0.232002,1.0851,0.0637056,0.426289,0.853759
